FirstName,LastName,Height,Weight,Position,DOB,Uniform,City,State,College,Exp,Injury,TimeInjured,InsideScoring,PotInside,JumpShot,PotJumpShot,FtShot,PotFtShot,3pShot,Pot3pShot,3pUsage,Handling,PotHandling,Passing,PotPassing,PostDefense,PotPostDefense,PerimeterDefense,PotPerimeterDefense,Stealing,PotStealing,Blocking,PotBlocking,OReb,PotOReb,DReb,PotDReb,Fouling,Strength,Quickness,Jumping,Stamina,Team,Contract1,Contract2,Contract3,Contract4,Contract5,Contract6,Contract7,BirdYears,Option,Picname,InjuryAvoidance
Harvey,McMillan,79,193,PG,5/4/2008,4,Dallas,TX,Mississippi State,0,,0,2,5,2,5,2,5,2,5,35,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,71,2,2,2,81,FA,0,0,0,0,0,0,0,0,None,,45
Deger,Zeh,74,176,PG,5/2/2004,32,Merrionette Park,IL,None,3,,0,8,10,10,14,4,17,15,15,49,16,16,15,18,4,4,12,13,12,14,3,3,4,4,9,10,33,10,7,12,100,ASI,0,0,0,0,0,0,0,0,None,,88
Napoleon,Roller,74,198,SF,9/21/2003,27,Riverside,PA,None,1,,0,10,18,11,14,8,20,9,13,33,8,12,9,11,12,13,8,13,11,14,10,14,8,9,13,15,50,13,4,11,64,ASI,1000000,0,0,0,0,0,0,0,None,,56
Keith,Vogt,83,250,C,5/1/2004,0,Farley,MO,None,4,,0,16,19,8,8,4,13,2,2,4,4,4,6,6,16,17,5,5,6,6,16,16,13,16,12,20,36,5,5,14,80,ASI,1000000,0,0,0,0,0,0,0,None,,96
Rolandas,Ehlert,84,277,C,11/12/2000,43,Forest Meadows,CA,None,8,Broken Foot,4,88,88,32,36,38,40,9,9,0,20,23,24,32,71,71,24,32,27,30,74,74,76,76,83,83,57,53,20,37,89,GOR,1000000,0,0,0,0,0,0,0,None,,68
Les,Baba,85,256,C,8/10/1994,44,East Tawakoni,TX,None,14,Fractured Hip,0,55,55,24,24,29,45,8,8,2,20,20,18,20,67,67,23,23,24,24,70,70,64,64,62,62,42,59,0,34,62,GOR,1000000,0,0,0,0,0,0,0,None,,60
Milo,Dahmer,80,228,PF,10/20/1998,52,Bellefontaine Neighbors,MO,None,10,Sprained Ankle,0,79,79,66,66,48,75,36,36,27,47,58,44,44,93,93,57,57,49,49,82,82,88,88,93,93,49,99,37,71,65,GOU,1000000,0,0,0,0,0,0,0,None,,18
Rocco,Sanjuan,82,258,C,4/28/2003,50,Carmody Hills-Pepper Mill Village,MD,None,5,Broken Foot,0,61,61,41,41,27,35,27,27,9,24,24,33,33,50,50,43,43,30,33,42,42,62,62,47,47,67,67,36,50,95,MNR,1000000,0,0,0,0,0,0,0,None,,79
Ermis,Newhard,74,183,PF,3/20/1997,22,Mechanicstown,NY,None,11,,0,48,48,44,44,35,54,49,49,46,49,54,43,43,45,45,42,43,38,47,35,35,39,39,46,46,50,36,21,49,67,GOR,1000000,0,0,0,0,0,0,0,None,,13
Durmus,Monnier,77,214,PF,1/23/1994,17,Arnold,PA,None,14,,0,46,46,42,42,44,50,34,34,32,48,48,42,42,39,39,42,42,44,44,37,37,36,36,42,42,67,27,41,57,21,GOR,1000000,0,0,0,0,0,0,0,None,,88
Reno,Ogara,80,216,PF,12/5/2002,21,Battle Ground,IN,None,6,Sprained Wrist,0,50,50,62,62,40,47,39,39,24,35,35,47,50,35,35,49,49,37,37,37,43,32,37,45,45,71,53,44,56,76,GOR,1000000,0,0,0,0,0,0,0,None,,87
Jake,Bullard,76,186,SG,12/16/1999,24,Bethel,AK,None,9,Broken Finger,0,43,43,66,66,38,53,68,68,51,79,79,56,60,24,29,53,53,79,79,21,26,32,33,35,38,38,38,51,43,68,GOR,1000000,0,0,0,0,0,0,0,None,,18
Dominick,Buban,75,205,SF,11/19/2001,4,Fountain,CO,None,7,Hyperextended Knee,0,50,50,79,79,51,59,66,85,39,62,66,58,58,30,44,60,62,69,70,22,23,27,44,47,47,39,32,48,53,92,MNS,1000000,0,0,0,0,0,0,0,None,,82
Baptist,Grammer,76,202,SG,3/10/2004,9,Terrell,TX,None,4,Jammed Finger,0,38,43,57,62,48,57,76,84,40,50,50,57,62,28,35,64,70,49,53,16,22,31,36,26,31,71,50,47,62,80,GOR,1000000,0,0,0,0,0,0,0,None,,28
Ibeonukara,Allsup,75,190,PG,1/17/2000,23,Plum,PA,None,8,Broken Leg,0,34,34,56,56,47,60,49,49,47,82,82,68,68,16,16,44,44,65,65,11,12,15,18,25,25,66,31,52,60,84,GOR,1000000,0,0,0,0,0,0,0,None,,23
Glen,Yocum,71,168,SG,12/23/2001,15,Norwood,NY,None,7,,0,31,39,64,64,47,59,79,86,48,66,66,88,88,21,29,65,65,60,61,13,13,17,20,37,44,57,24,45,52,80,GOR,1000000,0,0,0,0,0,0,0,None,,60
Ali,Yeh,72,181,PG,3/22/2003,33,Cedaredge,CO,None,1,,0,5,10,8,19,7,24,13,20,21,16,16,12,21,6,7,9,16,10,16,3,3,1,9,2,13,45,10,12,12,57,GOR,0,0,0,0,0,0,0,0,None,,59
Adomas,Stecklein,78,219,SF,12/25/2004,8,Marietta,MS,None,1,,0,9,16,9,17,6,19,8,12,36,9,15,9,19,8,17,14,23,9,16,8,9,9,20,9,16,23,11,7,15,69,GOR,1000000,0,0,0,0,0,0,0,None,,90
Millard,Minnich,82,238,C,10/13/2003,0,Covington,TX,None,5,Dislocated Shoulder,0,19,23,7,14,5,10,3,3,2,7,7,8,12,13,21,5,13,8,8,13,19,15,25,15,23,22,19,5,12,64,GOR,1000000,0,0,0,0,0,0,0,None,,12
Gerald,Grant,84,217,C,3/14/2009,43,Stockton,CA,Stanford,0,,0,2,5,2,5,2,5,2,5,46,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,27,2,2,2,80,Draft,0,0,0,0,0,0,0,0,None,,48
Trey,Jesus,86,268,C,9/5/1996,55,Earth,TX,None,12,Fractured Nose,0,45,45,23,23,26,39,8,8,8,20,20,23,26,52,52,24,24,23,23,56,56,57,57,53,53,55,45,15,54,57,ROQ,1000000,0,0,0,0,0,0,0,None,,12
Odion,Kimberling,82,246,PF,4/19/2003,54,Pulaski,WI,None,5,Sprained Knee,0,73,73,45,58,31,57,25,32,17,29,31,32,41,81,81,37,50,29,33,66,75,67,67,74,79,70,60,36,50,61,ROQ,1000000,0,0,0,0,0,0,0,None,,82
Waldo,Lattin,77,207,PF,11/6/1998,40,Dannebrog,NE,None,10,,0,60,60,44,44,33,47,23,23,21,33,33,34,34,65,65,24,31,31,32,59,59,50,50,56,56,51,40,17,32,95,ROQ,1000000,0,0,0,0,0,0,0,None,,51
Mitchel,Nichols,83,243,C,2/16/2009,44,Thatcher,AZ,Arizona,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,40,2,2,2,6,Draft,0,0,0,0,0,0,0,0,None,,60
Arif,Spradley,77,200,SF,7/11/2003,18,Pagedale,MO,None,5,Fractured Hip,0,61,67,55,69,46,46,65,71,20,50,50,59,70,61,65,62,62,43,48,44,65,51,52,62,64,30,43,55,49,67,COL,1000000,0,0,0,0,0,0,0,None,,33
Bora,Medel,79,222,SF,9/11/2001,32,Chevy Chase View,MD,None,7,Severe Migraines,0,58,58,50,50,32,46,37,37,39,42,44,48,48,50,52,44,44,43,43,32,32,35,35,46,46,56,42,43,68,87,ROQ,1000000,0,0,0,0,0,0,0,None,,44
Herbertas,Demaria,77,195,PG,3/14/2002,21,Ormond Beach,FL,None,6,Dislocated Shoulder,0,36,47,62,62,38,80,59,59,60,70,70,55,55,33,35,60,60,80,80,17,20,32,32,39,41,50,33,61,47,92,ROQ,1000000,0,0,0,0,0,0,0,None,,6
Teodosio,Jaycox,77,211,SG,6/17/1994,5,Townsend,DE,None,14,Broken Finger,0,48,48,74,74,73,98,77,77,36,96,96,69,69,36,36,70,70,76,76,25,26,43,43,38,38,46,51,86,56,47,ROQ,1000000,0,0,0,0,0,0,0,None,,44
Paul,Tyler,85,245,C,8/23/2009,40,Countryside,IL,Illinois State,0,,0,2,5,2,5,2,5,2,5,22,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,20,2,2,2,33,Draft,0,0,0,0,0,0,0,0,None,,48
Lou,Baker,82,209,PF,11/4/2011,40,Virginia Beach,VA,Davidson,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,64,2,2,2,75,Draft,0,0,0,0,0,0,0,0,None,,72
Geraldo,Duavis,79,214,SG,11/29/2011,4,Clarksville,TN,Kentucky,0,,0,2,5,2,5,2,5,2,5,54,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,47,2,2,2,54,Draft,0,0,0,0,0,0,0,0,None,,82
Zackary,Heatwole,69,162,PG,12/15/2004,14,Wayland,NY,None,2,,0,7,19,15,29,6,25,12,22,20,13,23,16,34,6,14,7,24,11,20,4,4,6,7,6,12,72,7,12,12,94,ROQ,0,0,0,0,0,0,0,0,None,,43
Nestor,Janik,75,193,SF,1/12/2004,30,Pemberville,OH,None,2,,0,11,14,12,21,8,16,11,14,30,11,14,11,11,11,22,14,15,9,14,10,16,9,15,10,18,60,14,7,9,52,ROQ,1000000,0,0,0,0,0,0,0,None,,79
Jimmie,Huss,81,236,C,6/12/2004,35,Picayune,MS,None,3,,0,15,25,6,7,4,15,2,2,4,6,6,7,11,11,21,7,7,6,9,10,20,23,27,20,26,33,19,3,12,56,ROQ,1000000,0,0,0,0,0,0,0,None,,69
Jesus,Alberson,80,221,PF,4/27/2002,50,Saratoga,NC,None,6,Bruised Hip,0,85,85,29,32,35,37,12,12,5,19,19,26,36,70,70,20,20,18,24,71,71,75,75,64,64,70,59,25,50,70,MNS,1000000,0,0,0,0,0,0,0,None,,37
Harland,Ochsner,81,221,C,10/4/2003,42,Burtonsville,MD,None,5,Broken Leg,0,58,58,26,26,31,42,8,8,3,16,16,26,26,47,47,27,28,26,27,61,61,66,66,78,78,79,67,24,40,71,GOR,1000000,0,0,0,0,0,0,0,None,,51
Cenk,Hollmaier,81,246,C,2/19/1998,35,Yoakum,TX,None,10,Sprained Knee,0,56,56,36,36,33,38,26,26,24,28,40,31,31,55,55,40,43,27,28,42,42,67,67,66,66,51,33,11,41,75,MNS,1000000,0,0,0,0,0,0,0,None,,38
Raoul,Svidmenis,81,243,PF,1/8/1995,44,Cavetown,MD,None,13,Broken Foot,0,63,63,39,39,43,44,20,20,21,32,39,22,22,55,55,27,27,24,31,41,41,44,44,58,58,77,43,12,34,79,MNS,1000000,0,0,0,0,0,0,0,None,,33
Dele,Kvratijus,80,229,SG,3/23/2002,9,Rantoul,KS,None,6,Broken Foot,0,52,52,53,53,46,58,57,57,24,39,39,46,46,35,38,60,60,42,42,49,49,40,40,33,33,22,60,52,47,71,EDM,1000000,0,0,0,0,0,0,0,None,,43
Broderick,Babin,78,211,SG,5/4/1995,8,Wells River,VT,None,13,,0,36,36,45,45,36,50,44,44,45,66,66,41,41,45,45,42,42,37,37,36,37,39,39,42,42,41,40,15,28,67,MNS,1000000,0,0,0,0,0,0,0,None,,40
Milo,Giunta,75,177,PG,6/5/2000,31,Palos Heights,IL,None,8,Sprained Knee,0,87,88,72,72,76,76,72,72,34,79,79,72,72,79,79,80,80,80,80,70,70,81,81,82,99,72,75,82,77,58,MNS,1000000,0,0,0,0,0,0,0,None,,80
Colby,Crisp,76,205,SF,4/24/1996,15,North Hudson,WI,None,12,Severe Migraines,0,35,35,56,56,54,57,56,56,42,55,55,52,52,24,24,48,48,51,51,20,20,30,30,30,30,34,20,40,42,54,MNS,1000000,0,0,0,0,0,0,0,None,,70
Tommie,Rathke,78,211,SG,7/2/1993,9,Osage,OK,None,15,Sprained Ankle,0,57,57,64,64,71,88,77,77,32,94,94,71,71,39,39,72,72,60,60,29,29,45,45,49,49,42,42,85,83,28,MNS,1000000,0,0,0,0,0,0,0,None,,25
Luciano,Puig,76,205,SG,12/9/1995,21,West Rutland,VT,None,13,Torn Ligament,0,35,35,68,68,44,65,52,52,45,55,55,49,49,25,26,55,55,43,43,19,19,28,28,28,28,78,20,57,23,53,PAR,1000000,0,0,0,0,0,0,0,None,,90
Allan,Deloney,73,172,PG,9/20/1999,15,Eatons Neck,NY,None,9,,0,32,32,47,47,57,79,55,55,38,94,94,81,81,17,17,52,52,66,66,11,11,23,23,32,34,20,28,57,35,64,TIL,1000000,0,0,0,0,0,0,0,None,,10
Genaro,Devers,71,172,PG,3/27/1996,32,Beattyville,KY,None,12,Stiff Neck,0,33,33,47,47,52,71,47,47,53,82,82,58,58,14,14,42,42,52,52,8,8,20,22,27,27,63,26,30,45,48,MNS,1000000,0,0,0,0,0,0,0,None,,34
Emmitt,Steinman,75,173,PG,11/2/2004,24,Euharlee,GA,None,2,,0,9,34,15,42,7,14,8,22,54,12,21,19,40,5,33,16,45,17,26,6,7,7,8,9,10,74,8,8,12,78,MNS,1000000,0,0,0,0,0,0,0,None,,29
Alonso,Eckler,78,216,SF,2/1/2004,7,Tynan,TX,None,0,,0,9,29,12,25,6,14,9,14,43,11,11,12,25,8,25,13,17,10,16,10,13,10,14,14,23,42,16,7,15,80,MNS,1000000,0,0,0,0,0,0,0,None,,90
Gerald,Disanto,81,254,C,6/12/2004,40,Bloomfield,NY,None,3,,0,20,26,9,20,6,14,3,3,4,6,7,7,16,15,31,2,16,3,6,21,31,22,30,16,21,62,20,3,15,87,MNS,1000000,0,0,0,0,0,0,0,None,,22
Jude,McGonigle,86,269,C,3/11/2001,53,Shelbyville,KY,None,7,Broken Leg,28,74,74,37,37,38,44,8,8,7,17,19,25,25,62,62,20,20,24,31,76,76,57,57,75,75,65,81,21,45,66,COL,1000000,0,0,0,0,0,0,0,None,,22
Lonnie,Comer,85,273,C,4/19/2004,52,Myrtle,MS,None,4,Jammed Finger,0,53,53,22,22,38,44,8,8,5,20,20,23,23,57,57,24,26,24,24,81,81,59,59,60,60,67,83,25,52,58,COL,1000000,0,0,0,0,0,0,0,None,,61
Odell,Edman,80,234,PF,2/6/1992,30,Delaware,OH,None,16,Sprained Knee,0,62,62,31,31,47,48,20,20,12,34,34,30,33,50,50,33,33,22,22,58,58,65,65,55,55,36,52,22,66,16,COL,1000000,0,0,0,0,0,0,0,None,,65
Kâmil,Bold,79,224,PF,5/15/1998,40,Alba,PA,None,10,,0,64,64,35,35,33,52,22,22,8,34,36,22,22,56,56,30,32,31,31,47,47,64,64,61,61,49,43,2,44,86,COL,1000000,0,0,0,0,0,0,0,None,,95
Graham,Bartolotta,81,242,PF,4/23/2004,23,Palo Verde,CA,None,4,Dislocated Finger,0,58,81,63,83,49,54,62,69,30,41,51,43,68,62,70,56,78,46,63,58,75,56,56,72,72,72,53,38,60,51,COL,1000000,0,0,0,0,0,0,0,None,,1
Matthias,Nolting,77,213,SF,11/8/1998,26,Bethel Island,CA,None,10,Stiff Neck,0,53,53,43,43,33,50,47,49,22,64,64,50,55,39,39,55,55,38,38,40,45,48,48,51,51,28,50,42,34,55,COL,1000000,0,0,0,0,0,0,0,None,,71
Ian,Wolfenbarger,80,202,SG,12/26/2011,26,Mobile,AL,UAB,0,,0,2,5,2,5,2,5,2,5,95,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,0,2,2,2,54,Draft,0,0,0,0,0,0,0,0,None,,98
Benedetto,Kealey,78,198,SG,5/14/2004,24,Coldwater,MI,None,4,Bruised Jaw,0,37,37,57,57,52,78,54,54,54,52,52,51,51,26,26,51,51,60,60,19,20,26,26,29,29,65,51,71,63,77,COL,1000000,0,0,0,0,0,0,0,None,,88
Weldon,Thiessen,73,175,PG,9/12/1996,8,Heidelberg,PA,None,12,Fractured Hip,0,52,52,77,77,80,99,77,77,61,75,75,54,54,30,30,60,60,74,74,26,26,42,42,42,42,41,45,63,83,60,COL,1000000,0,0,0,0,0,0,0,None,,39
Olivier,Croskey,74,179,PG,2/2/2004,5,Flat Rock,IL,None,4,Bruised Cheekbone,0,33,41,59,59,44,56,60,60,37,73,75,70,70,27,32,62,62,54,55,21,23,32,33,34,37,69,48,68,48,65,FER,1000000,0,0,0,0,0,0,0,None,,94
Bill,Lafave,72,173,PG,2/2/2000,31,Cooke City-Silver Gate,MT,None,8,Sprained Ankle,0,33,33,60,60,58,75,63,63,57,94,95,75,75,23,23,60,60,74,76,10,10,19,19,27,38,44,23,69,33,67,EDM,1000000,0,0,0,0,0,0,0,None,,32
Spencer,Starbird,72,169,PG,9/13/1997,20,Eldorado,OH,None,11,,0,31,31,45,45,62,63,52,52,52,75,75,61,61,19,22,56,56,60,60,9,9,19,22,22,22,56,23,39,37,78,COL,1000000,0,0,0,0,0,0,0,None,,2
Tomislav,Klenke,69,160,PG,9/14/2004,21,Hayden,ID,None,0,,0,6,22,14,21,9,27,13,14,45,14,14,15,29,6,10,10,18,15,24,2,2,6,6,9,13,58,9,10,11,75,COL,0,0,0,0,0,0,0,0,None,,29
Andres,Silverberg,79,217,SF,11/14/2003,25,Hancock,NY,None,2,,0,12,28,11,22,5,20,10,20,24,10,19,14,20,10,24,10,23,9,16,9,13,11,16,12,18,26,12,6,15,71,COL,1000000,0,0,0,0,0,0,0,None,,78
Derrick,Wagar,79,221,C,8/20/2003,51,Tornado,WV,None,1,,0,14,20,7,9,4,12,4,4,8,4,4,7,11,12,15,7,11,7,8,14,21,12,19,9,20,60,19,2,12,61,COL,1000000,0,0,0,0,0,0,0,None,,39
Timoteo,Salomone,78,214,C,2/7/2001,53,Hickory Flat,MS,None,7,Sprained Knee,0,85,85,33,41,29,32,14,14,3,23,29,29,42,76,76,27,29,26,27,92,98,87,87,88,94,66,76,10,24,72,PLY,1000000,0,0,0,0,0,0,0,None,,92
Zackary,Giordano,78,205,PF,11/8/2000,43,Gower,MO,None,8,,0,58,58,33,34,38,42,12,13,4,16,24,21,25,76,76,24,27,31,31,67,67,82,82,71,71,74,50,19,44,61,PLY,1000000,0,0,0,0,0,0,0,None,,45
Domenic,Ellender,80,242,SF,3/10/1998,41,Worland,WY,None,10,Broken Finger,0,52,52,35,35,40,48,21,21,23,35,35,26,26,56,56,37,37,33,33,61,61,57,57,66,66,24,31,25,32,85,PLY,1000000,0,0,0,0,0,0,0,None,,6
Eduardas,Lillis,82,239,PF,12/22/2000,0,Hope Mills,NC,None,8,Bruised Cheekbone,0,64,64,51,51,28,55,31,32,19,32,32,29,36,62,62,32,35,33,34,58,58,76,76,55,55,67,72,36,49,59,PLY,1000000,0,0,0,0,0,0,0,None,,32
Greg,Samuel,77,189,SG,7/19/2009,4,Covina,CA,Stanford,0,,0,2,5,2,5,2,5,2,5,34,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,43,2,2,2,75,Draft,0,0,0,0,0,0,0,0,None,,67
Franklin,Schultz,82,227,PF,2/16/2008,43,Jefferson Hills,PA,Pittsburgh,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,27,2,2,2,70,FA,0,0,0,0,0,0,0,0,None,,6
Arlie,Lippincott,80,221,SF,12/7/2001,6,Nashville,OH,None,7,Sprained Ankle,0,42,42,43,43,51,51,37,37,32,39,39,46,46,46,46,55,55,39,39,34,34,41,41,53,60,22,61,54,46,99,ASI,1000000,0,0,0,0,0,0,0,None,,90
Jewell,Kijowski,78,204,SG,10/23/1997,21,Arnegard,ND,None,11,Broken Foot,0,43,43,78,78,40,59,55,55,37,67,71,55,55,27,28,60,60,58,58,16,16,27,27,39,39,24,29,52,33,78,GOU,1000000,0,0,0,0,0,0,0,None,,28
Antione,Ishikawa,72,177,PG,2/19/1995,4,Laurel,IN,None,13,Broken Finger,0,35,35,57,57,39,78,47,47,56,67,67,56,56,33,33,51,51,51,51,16,16,25,25,25,25,61,15,60,43,57,PLY,1000000,0,0,0,0,0,0,0,None,,17
Carlo,Ralls,79,211,SF,5/9/2004,21,Hesperia,CA,None,4,Bruised Jaw,0,42,51,65,68,34,74,76,89,45,58,61,61,66,34,48,57,64,65,72,21,22,33,43,33,38,22,44,50,64,69,PLY,1000000,0,0,0,0,0,0,0,None,,47
Socrates,Mattas,85,270,C,8/29/2010,45,Sérrai,Greece,None,0,,0,2,5,2,5,2,5,2,5,15,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,19,2,2,2,53,Draft,0,0,0,0,0,0,0,0,None,,89
Zymantas,Durden,72,175,SG,10/23/2000,14,St. Peter,MN,None,8,Sprained Knee,0,30,40,52,52,41,56,61,61,39,86,86,67,67,22,22,50,50,68,68,10,11,20,22,28,28,39,36,48,37,67,PLY,1000000,0,0,0,0,0,0,0,None,,97
Zymantas,Kintzel,73,169,PG,3/10/2004,32,West Milford,NJ,None,1,,0,7,9,9,18,5,18,12,23,20,13,24,15,22,6,6,9,13,14,17,2,2,5,5,7,7,26,7,10,11,97,PLY,0,0,0,0,0,0,0,0,None,,45
Benito,Lepper,78,221,SF,1/12/2003,18,Essex Village,CT,None,1,,0,15,31,14,24,7,16,10,12,16,10,17,11,25,8,29,9,25,7,20,11,11,12,19,10,19,30,11,3,11,70,PLY,1000000,0,0,0,0,0,0,0,None,,90
Darrin,Nyquist,80,232,C,7/14/2004,30,St. Peter,IL,None,4,,0,17,24,8,13,4,9,2,2,0,5,5,7,15,18,24,7,9,5,6,20,27,15,19,17,28,38,24,6,12,49,PLY,1000000,0,0,0,0,0,0,0,None,,58
Remigio,Steib,82,258,PF,12/3/1997,43,Gap,PA,None,11,Blurred Vision,0,62,62,23,23,29,47,8,8,3,20,23,22,22,62,62,25,25,22,22,81,81,64,64,57,57,62,49,23,30,42,SON,1000000,0,0,0,0,0,0,0,None,,20
Broderick,Alfieri,78,227,PF,10/22/2000,43,Foley,MN,None,8,,0,61,61,31,31,38,40,9,9,2,15,15,26,26,65,65,29,29,20,27,60,60,72,74,73,75,36,54,26,39,82,MNR,1000000,0,0,0,0,0,0,0,None,,47
Jan,Cicero,81,216,SF,12/15/1992,42,Elkhart,IL,None,16,Patellar Tendanitis,11,77,77,52,52,49,62,28,28,12,55,55,41,41,68,68,58,58,38,38,71,71,77,77,77,77,25,53,46,69,49,SON,1000000,0,0,0,0,0,0,0,None,,66
Adolph,Grabowska,77,211,PF,6/3/1994,53,Egan,SD,None,14,Stiff Neck,0,77,77,51,51,60,63,30,30,23,59,59,41,41,77,77,57,57,42,42,74,74,75,75,76,76,40,73,43,50,44,MNR,1000000,0,0,0,0,0,0,0,None,,64
Acunal,Patillo,78,214,SF,10/7/1995,22,Donnelly,ID,None,13,Patellar Tendanitis,0,46,46,56,56,40,49,33,33,31,39,39,51,51,45,45,33,33,39,39,37,37,47,47,35,35,75,20,39,46,81,ASI,1000000,0,0,0,0,0,0,0,None,,58
Flavijus,Tallman,78,213,SG,3/28/1997,9,Minot AFB,ND,None,11,Sprained Ankle,0,43,43,49,49,46,63,37,39,21,40,43,37,37,43,43,42,42,41,41,36,36,37,37,49,49,62,27,31,50,42,MNR,1000000,0,0,0,0,0,0,0,None,,41
Sherman,Hites,75,199,SF,8/14/2000,16,Bardstown,KY,None,8,Jammed Finger,0,54,54,51,59,37,66,50,50,37,46,46,48,54,39,42,52,52,49,49,47,47,41,51,45,55,31,46,42,47,55,MNR,1000000,0,0,0,0,0,0,0,None,,42
Jospeh,Kelson,78,207,SG,12/28/2001,34,Anvik,AK,None,7,Broken Finger,0,41,41,74,74,55,55,73,73,53,63,63,47,47,28,32,65,65,69,69,19,19,29,29,36,36,47,48,62,46,62,CHD,1000000,0,0,0,0,0,0,0,None,,41
Kristopher,Whitner,79,231,C,10/18/1997,22,Taunton,MA,None,11,Fractured Nose,0,35,35,62,62,48,51,55,55,46,56,58,57,57,30,30,61,61,56,56,21,23,23,23,30,30,41,39,28,46,74,MTY,1000000,0,0,0,0,0,0,0,None,,26
Gökçek,Pallas,77,207,SG,7/15/2000,15,Manlius,IL,None,8,Sprained Knee,0,77,77,97,97,91,91,99,99,50,98,98,81,81,51,51,99,99,91,91,29,33,55,55,57,59,32,61,71,82,83,MNR,1000000,0,0,0,0,0,0,0,None,,58
Vincas,McCullers,73,174,PG,7/3/2003,4,Strasburg,MO,None,5,,0,21,21,37,37,42,54,43,43,30,54,54,74,74,16,16,40,40,50,50,10,10,17,17,26,26,68,41,56,48,83,MNR,1000000,0,0,0,0,0,0,0,None,,31
Desmond,Staley,68,156,PG,3/16/2003,22,Dudley,PA,None,5,Sprained Ankle,0,48,65,70,73,46,70,76,100,20,82,84,94,94,22,38,73,73,76,107,11,16,25,32,23,41,20,31,61,43,60,MNR,1000000,0,0,0,0,0,0,0,None,,14
Jaime,Heinrich,73,169,PG,6/8/2003,12,State Line,MS,None,1,,0,10,11,14,20,5,23,11,15,49,24,26,11,24,5,7,7,20,19,29,4,4,4,4,7,7,30,6,9,12,78,MNR,0,0,0,0,0,0,0,0,None,,15
Carlton,Golliday,76,189,SF,11/13/2004,30,Parachute,CO,None,0,,0,9,16,10,12,10,13,8,16,37,9,9,11,15,11,11,12,18,12,12,11,16,7,13,8,21,39,15,6,13,68,MNR,1000000,0,0,0,0,0,0,0,None,,80
Ike,Dearing,78,225,C,11/8/2004,40,Edmond,OK,None,1,,0,18,30,7,18,5,9,5,5,5,6,6,6,13,19,30,7,14,8,9,17,23,17,23,21,32,68,20,2,12,79,MNR,1000000,0,0,0,0,0,0,0,None,,88
Irvin,Wright,81,254,PF,10/17/2010,34,Tucson,AZ,UCLA,0,,0,2,5,2,5,2,5,2,5,18,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,30,2,2,2,52,FA,0,0,0,0,0,0,0,0,None,,4
Gil,Wehmeyer,85,266,C,4/12/1998,54,Jericho,AR,None,10,Sprained Knee,0,73,73,31,35,28,32,9,9,4,24,24,23,24,62,62,27,27,24,26,66,66,58,58,83,83,23,48,3,47,39,LCH,1000000,0,0,0,0,0,0,0,None,,49
Efe,Lewallen,83,248,PF,11/7/1997,52,Weddington,NC,None,11,Jammed Finger,0,57,57,38,40,29,50,21,22,4,35,35,29,37,76,76,38,38,27,27,54,54,58,58,64,64,21,50,11,49,41,LCH,1000000,0,0,0,0,0,0,0,None,,22
Tracy,Esparza,81,247,SF,7/24/1995,53,Bassett,AR,None,13,Severe Migraines,0,52,52,35,35,33,39,21,21,18,35,35,31,33,55,55,29,29,29,32,38,38,55,55,47,47,55,34,29,45,31,LCH,1000000,0,0,0,0,0,0,0,None,,99
Waldo,Tozier,81,221,SG,11/13/1997,2,Chevak,AK,None,11,Patellar Tendanitis,0,51,51,44,44,52,52,40,40,23,45,47,45,45,43,43,55,55,42,49,37,37,38,38,52,52,55,45,23,37,64,LCH,1000000,0,0,0,0,0,0,0,None,,3
Valentinas,Hulme,75,198,PF,5/8/1998,27,Burns Harbor,IN,None,10,Broken Foot,0,52,52,45,48,49,51,37,37,28,54,55,46,46,42,42,52,52,38,38,32,36,35,35,40,40,36,37,21,10,64,LCH,1000000,0,0,0,0,0,0,0,None,,34
Ernest,Newby,84,235,C,2/15/2008,51,Cicero,IL,Georgia Tech,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,63,2,2,2,60,FA,0,0,0,0,0,0,0,0,None,,43
Ferdinand,Dorey,79,217,SF,11/24/1997,12,Melrose,OH,None,11,Groin Pull,0,46,46,52,52,49,64,61,61,51,68,68,58,58,28,29,56,56,49,49,19,20,26,26,31,31,75,20,41,33,56,LCH,1000000,0,0,0,0,0,0,0,None,,56
Trinidad,Willcox,72,176,SG,9/3/1998,24,Granville,IA,None,10,,0,38,38,56,56,42,76,61,61,61,54,59,51,51,23,23,53,53,49,49,16,19,28,29,29,29,24,32,19,19,71,LCH,1000000,0,0,0,0,0,0,0,None,,31
