FirstName,LastName,Height,Weight,Position,DOB,Uniform,City,State,College,Exp,Injury,TimeInjured,InsideScoring,PotInside,JumpShot,PotJumpShot,FtShot,PotFtShot,3pShot,Pot3pShot,3pUsage,Handling,PotHandling,Passing,PotPassing,PostDefense,PotPostDefense,PerimeterDefense,PotPerimeterDefense,Stealing,PotStealing,Blocking,PotBlocking,OReb,PotOReb,DReb,PotDReb,Fouling,Strength,Quickness,Jumping,Stamina,Team,Contract1,Contract2,Contract3,Contract4,Contract5,Contract6,Contract7,BirdYears,Option,Picname,InjuryAvoidance
Isaias,Staab,77,220,C,3/23/2016,32,Gosport,IN,None,1,,0,12,16,8,8,4,12,2,2,8,4,4,3,3,16,18,5,5,6,7,16,17,12,16,18,19,44,18,2,15,71,PIE,1000000,0,0,0,0,0,0,0,None,,44
Tadas,Philen,76,197,PF,6/11/2011,42,Marble Hill,MO,None,5,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,1000000,0,0,0,0,0,0,0,None,,71
Huey,Pressman,74,164,C,1/1/2015,30,Syosset,NY,Northeastern,0,,0,2,4,2,4,2,5,2,4,7,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,58,2,2,2,49,FA,0,0,0,0,0,0,0,0,None,,8
Donnell,Sluss,70,180,C,2/15/2012,0,Rolling Meadows,IL,None,2,,0,48,48,27,27,26,30,13,17,14,13,15,11,21,32,42,10,24,10,28,31,42,34,34,45,55,28,47,14,26,58,REN,1000000,0,0,0,0,0,0,0,None,,34
Donald,Dewall,69,167,C,3/8/2012,55,San Mateo,CA,None,4,,0,31,48,30,37,24,40,12,22,23,16,20,18,30,39,47,16,23,12,23,23,25,30,39,38,41,27,43,21,23,83,REN,1000000,0,0,0,0,0,0,0,None,,60
Charles,Thomas,82,233,C,1/11/2009,43,Bunkie,LA,Northwestern,0,,0,2,5,2,4,2,5,0,0,0,2,5,2,3,2,5,2,3,2,5,2,5,2,5,2,5,22,2,2,2,49,Draft,0,0,0,0,0,0,0,0,None,,17
Vincent,Bucher,72,165,PF,11/12/2012,43,Captiva,FL,None,4,,0,27,37,30,41,16,43,24,34,31,25,25,26,42,29,34,31,42,30,32,15,29,29,52,29,33,71,34,10,26,48,MTL,1000000,0,0,0,0,0,0,0,None,,42
Alphonso,Majeed,72,155,SF,5/20/2016,8,Philadelphia,PA,Dartmouth,1,,0,12,36,33,48,23,51,30,37,50,19,42,38,49,16,29,40,49,35,53,6,15,11,29,15,34,34,11,19,28,71,FLE,0,0,0,0,0,0,0,0,None,,43
Jesse,Giesler,71,173,PG,10/3/2012,7,Herndon,KS,None,3,,0,24,31,24,24,11,40,31,31,62,32,35,31,38,12,16,26,29,41,45,8,8,21,21,10,14,67,19,19,31,85,SAS,1000000,0,0,0,0,0,0,0,None,,46
Mark,Caballero,76,206,SG,9/24/2009,6,Indianapolis,IN,Wright State,0,,0,2,5,2,5,2,5,2,5,6,2,5,2,5,1,1,2,5,2,5,2,4,2,3,2,5,40,2,2,2,37,Draft,0,0,0,0,0,0,0,0,None,,91
Boris,Williams,79,221,SG,3/17/2010,18,East Williston,FL,College of Charleston,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,33
Alphonso,Cochrane,72,158,C,5/3/2016,54,Spring Valley,NV,Nevada,0,,0,20,61,20,22,23,31,6,23,9,15,22,12,23,31,61,23,39,11,21,28,37,17,43,38,38,45,29,14,34,57,ALB,0,0,0,0,0,0,0,0,None,,12
Palmer,Stelle,78,185,C,4/25/2016,33,Bayonne,NJ,DePaul,0,,0,27,42,14,17,15,32,3,7,7,9,10,13,13,20,34,17,18,15,17,26,35,25,47,27,48,72,30,9,27,81,FLE,0,0,0,0,0,0,0,0,None,,95
Sylvester,Quarles,64,150,PG,7/4/2016,11,Weidman,MI,None,1,,0,9,9,11,11,7,22,15,15,49,14,20,13,16,5,5,11,11,12,13,3,3,3,3,7,7,61,7,11,12,75,REN,0,0,0,0,0,0,0,0,None,,14
Manual,Özmert,74,167,SF,1/17/2016,8,Tower,MN,None,1,,0,12,12,10,15,8,21,12,12,17,9,9,9,10,8,14,10,11,7,7,9,9,11,12,12,12,46,14,9,10,55,REN,1000000,0,0,0,0,0,0,0,None,,61
Xander,Reddout,80,232,C,8/3/2016,44,Hazelton,ND,None,1,Sprained Ankle,0,14,14,7,7,4,10,2,2,5,3,3,7,9,11,16,6,7,7,8,22,22,8,19,15,17,47,20,5,11,48,SAS,1000000,0,0,0,0,0,0,0,None,,41
Doruk,Jarrells,73,137,PF,2/8/2016,55,Klawock,AK,Wright State,0,,0,22,42,22,37,20,38,15,18,4,20,21,17,29,30,51,14,42,18,26,30,38,15,45,41,77,52,31,20,20,47,FLE,0,0,0,0,0,0,0,0,None,,70
James,Adams,72,151,PG,4/8/2011,30,Charleston,IL,SIU Edwardsville,0,,0,1,2,2,5,2,5,2,5,33,2,5,2,5,2,5,2,5,2,5,1,2,2,5,1,2,46,2,2,2,33,Draft,0,0,0,0,0,0,0,0,None,,59
Tomo,Matiasevich,75,187,PG,4/27/2013,15,Zadar,Croatia,None,0,,0,0,1,2,5,2,5,2,5,38,2,5,2,5,2,5,1,4,2,5,2,5,1,4,2,5,87,2,2,2,64,Draft,0,0,0,0,0,0,0,0,None,,11
Abir,Kubicek,79,224,PF,6/19/2010,31,Myrtle Beach,SC,None,6,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,65
Cirino,Panek,69,135,C,12/11/2015,2,Carlsbad,CA,UC Riverside,0,,0,22,53,11,29,23,23,5,19,22,13,21,14,21,44,49,13,24,11,22,29,32,22,53,41,49,57,34,14,19,54,MEM,0,0,0,0,0,0,0,0,None,,31
Dane,Lindstrom,85,224,C,12/27/2010,40,Deerfield Beach,FL,South Alabama,1,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,12
Francis,Stang,72,148,SF,3/2/2016,24,Greenfield,WI,Illinois,0,Broken Foot,22,21,30,39,39,24,33,23,42,37,23,38,15,38,14,29,30,39,34,49,11,19,17,21,18,24,30,22,24,29,53,ALB,0,0,0,0,0,0,0,0,None,,37
Bo,Holguin,69,155,PG,9/26/2012,6,Hudson,CO,None,4,,0,22,33,50,50,36,45,39,42,44,36,36,30,45,14,24,33,33,42,49,11,17,18,18,24,24,20,23,30,25,60,LOU,1000000,0,0,0,0,0,0,0,None,,78
Gino,Rocca,67,149,SG,8/3/2012,35,Osage,IA,None,2,,0,29,38,43,49,21,45,23,40,47,28,44,29,50,15,20,30,44,32,41,9,20,21,25,19,24,41,26,18,38,90,LOU,1000000,0,0,0,0,0,0,0,None,,93
Tony,Thomas,83,231,C,11/10/2009,35,Midway,GA,Villanova,0,,0,2,4,2,5,2,5,0,0,0,2,5,2,5,2,5,1,2,2,5,2,5,2,5,2,5,54,2,2,2,26,Draft,0,0,0,0,0,0,0,0,None,,75
Antwan,Lloyd,82,240,PF,5/23/2009,45,Detroit,MI,Pittsburgh,0,,0,2,5,2,5,2,5,2,3,3,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,43,2,2,2,25,Draft,0,0,0,0,0,0,0,0,None,,36
Major,Yee,68,128,PG,6/19/2016,53,Abernathy,TX,North Carolina State,1,Bruised Jaw,0,10,32,42,44,33,58,35,53,35,24,61,43,61,9,17,10,42,42,42,4,7,14,14,11,18,29,17,24,33,75,ALB,0,0,0,0,0,0,0,0,None,,50
Gabriele,Manger,64,146,PG,9/19/2016,21,Alvord,TX,None,1,,0,9,18,12,20,6,23,12,14,37,16,18,16,33,5,12,10,28,10,20,2,2,6,7,7,7,53,10,5,12,96,LOU,0,0,0,0,0,0,0,0,None,,51
Lesley,Bracewell,76,205,PF,7/18/2016,2,East Rockingham,NC,None,1,,0,10,12,10,11,4,18,9,9,24,12,12,12,13,8,10,11,12,11,11,8,10,9,9,9,9,47,14,4,12,87,SAS,1000000,0,0,0,0,0,0,0,None,,68
Bert,Gum,77,207,C,3/17/2016,54,Jacksonville,OR,None,1,,0,13,13,8,8,7,15,3,3,0,5,5,4,4,14,16,4,4,5,5,13,16,14,14,19,20,69,21,4,10,54,LOU,1000000,0,0,0,0,0,0,0,None,,57
Andrew,Peterson,80,221,PF,2/3/2009,32,North Richland Hills,TX,Middle Tennessee,1,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,44
Grady,Mabrey,84,269,C,4/19/2010,35,Union City,PA,None,6,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,17
Harris,Shoffner,76,198,SG,7/8/2009,25,Pinellas Park,FL,Duke,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,69
Waylon,Winsor,69,158,PG,9/24/2012,10,Visalia,KY,None,4,Broken Finger,0,72,76,53,65,44,65,30,38,14,36,44,44,52,60,79,45,55,42,51,73,74,59,71,69,79,67,70,33,55,89,JAC,1000000,0,0,0,0,0,0,0,None,,43
Nazario,Schnabel,67,164,PG,1/5/2012,9,Winthrop,AR,None,4,Broken Cheekbone,0,20,25,26,31,23,31,19,19,22,23,23,18,22,22,22,24,24,23,23,21,21,21,21,21,21,62,32,32,28,81,MEM,1000000,0,0,0,0,0,0,0,None,,7
Diego,Chiarini,73,196,SF,1/16/2011,18,Lafe,AR,None,5,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,4,FA,1000000,0,0,0,0,0,0,0,None,,44
Dick,Meints,70,144,C,5/17/2016,35,Los Angeles,CA,San Diego,0,,0,39,47,23,33,15,37,13,19,13,8,26,10,18,32,52,12,32,16,16,29,33,29,48,27,41,53,23,23,33,47,QUA,0,0,0,0,0,0,0,0,None,,84
Noble,Lilienthal,70,128,SG,8/21/2016,28,Bournemouth,England,None,0,,0,18,47,24,42,36,41,29,38,16,17,25,19,40,19,34,35,35,23,31,21,30,14,38,25,40,60,17,29,31,79,QUA,0,0,0,0,0,0,0,0,None,,70
Clinton,Teasdale,71,177,SF,2/2/2015,40,Giugliano in Campania,Italy,None,1,,0,16,26,17,32,10,36,22,35,33,16,26,20,25,15,34,25,34,26,43,21,29,21,39,21,31,52,26,22,26,76,LIT,0,0,0,0,0,0,0,0,None,,99
Tyrell,Rodriguez,85,218,C,4/19/2009,43,Dana Point,CA,Cal State Northridge,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,13
John,Whalen,80,224,PF,1/3/2010,50,Normal,IL,Notre Dame,0,,0,2,4,2,5,2,5,0,0,0,2,5,2,3,2,5,2,5,2,5,2,5,2,5,2,5,71,2,2,2,31,Draft,0,0,0,0,0,0,0,0,None,,29
Donald,Smith,81,231,PF,11/10/2010,50,Coppell,TX,Texas,0,,0,2,5,2,5,2,5,0,0,0,2,5,2,5,2,5,2,5,1,3,2,5,2,5,2,5,3,2,2,2,17,Draft,0,0,0,0,0,0,0,0,None,,40
Ed,Scheidt,64,146,PG,1/18/2012,11,Cobden,IL,None,0,,0,8,12,13,15,5,15,9,14,55,20,23,12,16,6,6,9,18,11,16,2,2,6,6,6,6,46,7,9,9,63,REN,0,0,0,0,0,0,0,0,None,,69
Demetrio,Ruvalcaba,72,164,SF,1/28/2016,2,Sea Breeze,NC,None,1,,0,10,15,9,12,9,14,9,10,26,8,13,11,11,7,7,9,13,9,13,8,12,9,13,9,9,63,9,6,10,70,MEM,1000000,0,0,0,0,0,0,0,None,,28
Nathaniel,Heredia,80,242,C,5/12/2016,0,Hyde Park,VT,None,1,Fractured Nose,0,16,32,6,17,7,13,3,3,3,5,5,7,17,18,32,7,14,8,8,19,26,9,20,17,27,69,22,2,9,55,PIE,1000000,0,0,0,0,0,0,0,None,,32
Perry,Crafts,79,225,C,12/17/2012,53,Mount Healthy,OH,None,4,Fractured Nose,0,38,38,15,15,14,39,6,6,2,14,14,14,14,31,33,8,16,7,10,35,35,34,34,45,45,23,34,9,27,86,LIT,1000000,0,0,0,0,0,0,0,None,,54
Eric,Pafford,82,224,C,1/17/2009,41,Swampscott,MA,None,7,Sprained Ankle,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,39
Eusebio,Paez,73,182,PG,12/24/2009,20,Gloversville,NY,Massachusetts,0,,0,2,5,2,5,2,5,2,5,12,2,5,2,5,2,5,2,5,2,5,0,0,1,3,2,5,6,2,2,2,53,Draft,0,0,0,0,0,0,0,0,None,,40
Cyril,Harding,72,185,C,9/28/2012,50,Lakeside,MT,None,4,Broken Jaw,0,30,30,22,22,11,35,14,18,20,18,18,15,18,46,46,17,18,15,15,26,26,43,43,36,36,74,39,12,24,51,LIT,1000000,0,0,0,0,0,0,0,None,,79
Lemuel,Autin,71,167,SG,2/26/2012,8,Westhampton,NY,None,4,Fractured Jaw,0,35,38,34,34,22,42,32,34,45,33,33,23,27,23,23,29,29,23,23,20,23,23,30,20,20,48,29,20,27,74,LIT,1000000,0,0,0,0,0,0,0,None,,44
Jean,Jackson,79,187,SF,6/25/2010,3,Tucson,AZ,Delaware,0,,0,2,5,2,5,2,5,2,5,20,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,18,2,2,2,27,Draft,0,0,0,0,0,0,0,0,None,,22
Tony,Leahy,79,217,SF,4/14/2009,27,Norfolk,VA,Old Dominion,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,1
Rafa,Staudt,70,166,PG,4/9/2012,24,Whetstone,AZ,None,4,Dislocated Shoulder,0,29,36,46,51,26,44,41,41,46,30,36,37,45,18,25,49,53,44,51,11,12,18,20,28,33,69,14,17,23,77,LIT,1000000,0,0,0,0,0,0,0,None,,2
Isidoro,Halsell,71,149,C,11/26/2016,22,Las Vegas,NV,Arizona State,0,,0,37,61,24,29,12,38,9,18,22,21,21,12,20,45,63,14,28,15,29,40,40,39,39,27,45,25,28,17,38,45,QUA,0,0,0,0,0,0,0,0,None,,1
Wayne,Walker,77,184,SG,6/17/2010,11,West Warwick,RI,North Carolina State,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,44
Mathew,Andrews,78,244,SF,3/24/2009,24,Lakewood,CA,Stanford,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,14
Ulysses,Reinsch,70,138,PG,8/7/2016,22,White Bear Lake,MN,Wisconsin,0,,0,16,34,26,27,27,38,16,39,27,19,33,29,31,11,26,28,32,23,30,27,28,21,39,19,31,44,25,31,21,70,QUA,0,0,0,0,0,0,0,0,None,,35
Emmett,Bamberger,61,147,PG,4/11/2012,12,Medical Lake,WA,None,2,,0,8,10,9,16,9,17,13,15,20,14,14,12,13,5,5,9,9,15,18,2,2,4,4,6,6,75,10,13,11,75,LIT,0,0,0,0,0,0,0,0,None,,29
Timmy,Wildman,67,172,SF,6/17/2012,32,Merryville,LA,None,2,,0,9,17,9,22,6,20,9,10,20,6,6,9,19,9,18,10,17,9,12,6,10,12,13,10,13,81,11,4,13,90,LIT,0,0,0,0,0,0,0,0,None,,42
Baltramiejus,Rinaldi,71,161,C,9/21/2012,51,Yucca Valley,CA,None,2,,0,16,25,7,8,5,9,2,2,6,4,4,7,8,14,19,2,6,2,7,18,22,10,16,9,16,69,14,5,8,54,REN,0,0,0,0,0,0,0,0,None,,20
Curt,Decremes,73,166,PF,9/16/2012,54,Rossmoor,CA,None,4,,0,44,53,16,32,14,21,8,8,4,10,11,14,34,50,62,14,29,14,20,48,50,36,39,31,50,34,38,14,30,73,JAC,1000000,0,0,0,0,0,0,0,None,,62
Bryant,Bernabé,76,196,PF,1/17/2011,35,Mayfield,OH,None,5,Broken Arm,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,1000000,0,0,0,0,0,0,0,None,,70
Hans,Texeira,66,120,SG,5/5/2016,24,Claremont,CA,UC Santa Barbara,0,,0,22,43,35,56,18,47,28,53,37,40,40,25,61,9,34,25,38,44,55,6,23,20,26,19,28,60,24,14,27,56,QUA,0,0,0,0,0,0,0,0,None,,23
Efren,Castano,80,225,PF,5/1/2010,45,West Hamlin,WV,None,6,Groin Pull,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,57
William,Swann,75,202,PG,2/27/2009,20,Shreveport,LA,Arkansas,0,,0,2,5,2,5,2,5,2,5,6,2,5,2,5,2,3,2,5,2,5,2,5,2,3,2,5,49,2,2,2,74,Draft,0,0,0,0,0,0,0,0,None,,5
Scotty,Wieder,73,173,SG,6/25/2012,10,Rockwell City,IA,None,4,,0,30,58,38,60,24,42,17,35,29,33,46,37,43,31,52,28,52,29,30,24,42,34,54,28,55,68,18,30,29,84,DAL,1000000,0,0,0,0,0,0,0,None,,12
Scottie,Holguin,69,172,PG,11/8/2012,31,Stewartstown,PA,None,2,,0,34,41,22,27,25,37,22,36,18,20,30,29,35,18,34,26,35,30,34,20,25,21,24,39,42,59,35,22,20,52,JAC,1000000,0,0,0,0,0,0,0,None,,68
Jarrod,Flannery,74,185,SG,3/2/2011,28,Frost,TX,None,4,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,73
Martin,Alba,67,146,PG,2/27/2012,11,Hopkins,MO,None,4,Concussion,0,27,50,29,55,30,48,31,50,44,34,41,33,56,18,26,28,39,27,46,10,14,18,33,18,44,36,25,35,26,57,ALB,1000000,0,0,0,0,0,0,0,None,,11
Rob,Moreno,84,249,C,12/11/2009,54,Milford,MI,Michigan State,1,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,68
Scott,Jones,80,220,PF,7/20/2010,54,Charlottesville,VA,Sacred Heart,0,,0,2,5,2,5,2,5,0,0,0,2,5,1,1,2,5,2,5,2,5,2,5,2,5,2,5,53,2,2,2,40,Draft,0,0,0,0,0,0,0,0,None,,38
Jean,Williams,83,240,C,2/14/2009,34,Anaheim,CA,Montana State,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,40
Daniel,Minnich,61,152,PG,11/10/2012,11,Gifford,FL,None,0,,0,8,9,11,11,10,21,8,16,51,17,21,10,13,4,4,12,15,13,14,2,2,6,6,7,9,47,10,11,12,59,JAC,0,0,0,0,0,0,0,0,None,,30
Eckehard,Solorio,72,167,SF,5/11/2016,7,Simpson,LA,None,1,,0,11,11,11,12,6,11,10,13,37,10,13,8,8,12,13,10,10,8,8,8,11,11,11,10,10,63,13,5,15,54,JAC,0,0,0,0,0,0,0,0,None,,81
Lee,Lords,86,258,C,4/18/2012,50,Valencia,PA,None,4,,0,8,12,8,14,8,25,10,11,6,8,23,10,19,6,17,9,12,12,12,11,15,7,22,4,14,41,6,5,8,70,JAC,1000000,0,0,0,0,0,0,0,None,,43
Wyatt,Fein,78,207,PF,11/16/2011,53,Redway,CA,None,5,Sprained Ankle,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,80
Rene,Adamek,72,156,SF,7/18/2016,5,San Rafael,Argentina,None,0,,0,25,42,40,47,21,50,33,45,48,26,33,21,37,11,17,22,50,22,43,10,14,20,23,19,26,34,14,33,34,59,MTL,0,0,0,0,0,0,0,0,None,,39
Heath,Nieman,80,232,PF,8/10/2010,33,Cibolo,TX,None,6,Inflamed Appendix,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,28
Jamison,Hoppe,79,213,SG,11/1/2010,27,Iola,KS,None,5,Sprained Ankle,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,5,FA,1000000,0,0,0,0,0,0,0,None,,51
Eronsele,Sambrano,74,173,SG,7/10/2012,52,San Diego,TX,None,4,Sprained Ankle,0,38,47,31,47,14,39,32,38,41,23,29,29,52,30,50,24,38,32,51,28,39,29,39,36,36,21,31,23,34,50,MEM,1000000,0,0,0,0,0,0,0,None,,74
Ismael,Lowry,73,144,SF,3/23/2015,17,New York,NY,Dayton,0,,0,2,4,2,4,2,5,2,4,15,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,42,2,2,2,73,FA,0,0,0,0,0,0,0,0,None,,45
Jesse,Mauffray,73,165,SF,7/14/2016,32,Dallas,TX,Oral Roberts,0,,0,36,58,9,25,11,36,6,9,2,9,21,10,17,24,36,10,15,12,23,28,58,36,66,17,43,32,38,12,31,56,QUA,0,0,0,0,0,0,0,0,None,,66
Benedict,Cormier,65,150,SG,6/5/2012,23,Gunnison,CO,None,3,Sprained Ankle,0,23,23,36,48,13,44,38,38,35,32,33,31,36,16,29,38,38,27,27,11,15,16,23,18,18,59,27,34,17,78,JER,1000000,0,0,0,0,0,0,0,None,,41
Sheldon,Wilson,81,217,PF,10/31/2011,51,Bartlett,IL,North Dakota,0,,0,2,5,2,5,2,5,2,3,3,2,5,1,2,2,5,1,1,2,5,2,5,2,5,2,5,69,2,2,2,59,Draft,0,0,0,0,0,0,0,0,None,,35
Juozapas,Katzer,68,162,PG,6/18/2012,2,Lane,SC,None,4,Broken Jaw,0,26,32,27,42,25,39,46,51,60,28,35,34,41,14,25,39,40,37,44,13,13,15,15,14,25,36,30,41,26,71,DAL,1000000,0,0,0,0,0,0,0,None,,5
Joel,Hartsfield,72,148,SF,6/24/2016,51,Rio Rancho,NM,New Mexico,0,,0,30,44,19,20,12,36,13,13,6,13,19,13,22,35,40,8,25,13,16,25,25,31,33,42,51,64,22,8,22,45,QUA,0,0,0,0,0,0,0,0,None,,58
Sergio,Cojuango,79,200,SF,6/1/2011,7,Inca,Spain,None,0,,0,1,4,2,5,2,5,2,5,43,2,5,1,3,2,5,2,5,2,5,2,5,2,5,2,5,58,2,2,2,35,Draft,0,0,0,0,0,0,0,0,None,,42
Harland,Saum,69,162,PG,6/17/2012,22,Footville,WI,None,1,,0,9,17,12,30,6,27,9,15,28,10,21,18,26,5,13,9,20,11,20,3,3,5,5,8,14,68,10,8,11,69,DAL,0,0,0,0,0,0,0,0,None,,34
Courtney,Rentas,69,176,SF,6/24/2012,27,Bagley,MN,None,0,,0,10,23,11,18,7,19,8,19,39,8,8,9,16,9,19,11,23,9,9,9,15,8,16,14,18,31,11,8,13,58,DAL,0,0,0,0,0,0,0,0,None,,77
Ayberk,Castenada,76,203,C,1/11/2012,43,Backus,MN,None,4,,0,23,37,7,14,6,11,3,3,8,6,7,7,15,21,37,6,14,6,8,22,29,12,19,17,28,27,18,6,12,85,REN,1000000,0,0,0,0,0,0,0,None,,18
Ronald,Sheets,70,153,PG,1/26/2010,30,Sugar Land,TX,Louisiana State,0,,0,1,4,2,5,2,5,2,5,24,2,5,2,5,2,5,2,5,2,5,2,4,2,5,2,5,46,2,2,2,69,Draft,0,0,0,0,0,0,0,0,None,,53
Caner,Zeng,71,152,PG,1/2/2016,23,Ontario,CA,UCLA,0,,0,18,44,31,58,22,30,33,57,51,20,38,24,51,14,20,17,35,33,46,9,12,18,20,13,38,61,29,31,26,56,REN,0,0,0,0,0,0,0,0,None,,93
Ernie,Martin,78,241,C,1/6/2009,20,Los Altos,CA,Cal State Northridge,1,Sprained Ankle,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,6,FA,0,0,0,0,0,0,0,0,None,,58
Kristofer,Kunca,70,152,SG,4/20/2016,10,Plzen,Czech Republic,None,0,,0,26,30,18,20,17,33,13,17,23,14,23,16,16,29,45,13,22,10,19,38,42,38,43,27,51,49,23,29,21,69,REN,0,0,0,0,0,0,0,0,None,,60
Donald,Jackson,78,224,SG,3/30/2009,27,Jackson,NC,South Carolina,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,2,FA,0,0,0,0,0,0,0,0,None,,51
Darell,Breton,75,179,SG,2/1/2011,6,Taylorsville,IN,None,5,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,3,FA,1000000,0,0,0,0,0,0,0,None,,49
Willard,Schwartz,72,177,PG,4/20/2013,11,Walnut,CA,None,0,,0,2,5,2,5,2,5,2,5,14,2,5,2,5,2,5,2,5,2,5,1,2,2,5,2,5,8,2,2,2,53,Draft,0,0,0,0,0,0,0,0,None,,37
Val,Kung,74,186,SG,4/11/2011,27,Brandon,MS,None,5,Broken Foot,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,5,FA,1000000,0,0,0,0,0,0,0,None,,24
Theo,Pak,74,174,C,7/12/2015,41,Richmond,KY,Kentucky,0,,0,2,5,2,5,2,5,2,5,1,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,66,2,2,2,82,FA,0,0,0,0,0,0,0,0,None,,52
Jarrett,Redeker,74,171,SG,7/8/2016,41,St. Charles,MO,Memphis,0,,0,29,50,27,49,22,54,22,27,42,18,42,17,38,24,39,29,42,19,51,17,45,28,52,22,47,61,22,18,21,65,REN,0,0,0,0,0,0,0,0,None,,53
Derick,Debonis,61,151,PG,4/16/2012,21,Sutherland,NE,None,4,,0,24,26,44,50,41,43,30,36,54,43,51,69,69,13,15,26,38,48,48,8,8,13,16,19,23,37,18,23,27,55,JER,1000000,0,0,0,0,0,0,0,None,,13
Matt,Garcia,77,207,SG,4/16/2010,28,Flower Mound,TX,Stony Brook,0,,0,2,5,2,5,2,5,2,5,2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,2,2,2,10,FA,0,0,0,0,0,0,0,0,None,,28
Camille,Cavender,69,161,PG,4/9/2012,14,Whitehouse,TX,None,2,,0,7,10,9,10,9,16,14,15,41,11,14,12,18,2,2,9,10,11,13,2,2,5,6,7,7,26,10,11,9,66,JER,0,0,0,0,0,0,0,0,None,,75
Yilmazok,Olivera,71,182,SF,10/1/2016,20,Fort Mill,SC,None,1,,0,13,13,10,20,4,17,9,9,40,9,9,9,9,10,16,9,20,10,16,8,8,10,11,8,12,51,11,9,16,86,JER,0,0,0,0,0,0,0,0,None,,44
