"ID","HistoricalID","FirstName","LastName","Name","Height","Weight","Age","BirthMonth","BirthDay","BirthYear","CurrentLeague","CurrentLeagueID","CurrentTeam","CurrentTeamID","ContractTeam","ContractTeamID","DlgTeam","DlgTeamID","Injury","TimeInjured","Inactive","PositionNumber","Experience","College","City","State","Greed","Happiness","Loyalty","Winner","InsideScoring","JumpShot","FreeThrowShot","ThreePointShot","Handling","Passing","OffensiveRebounding","DefensiveRebounding","PostDefense","PerimeterDefense","Stealing","ShotBlocking","Quickness","Strength","Stamina","Jumping","Pot_Inside","Pot_Jumpshot","Pot_FreeThrow","Pot_3pShot","Pot_Handling","Pot_Passing","Pot_ORebounding","Pot_DRebounding","Pot_PostDefense","Pot_PerimeterDefense","Pot_Stealing","Pot_Blocking","CurrentRating","FutureRating","OverallRating","OverallPotential","Championships","PlayerOfGame","PlayerOfWeek","PlayerOfMonth","Contract1","Contract2","Contract3","Contract4","Contract5","Contract6","Contract7","Contract8","OptionType1","OptionType2","OptionType3","OptionType4","OptionType5","OptionType6","OptionType7","OptionType8","BirdYears"
"103","","Ward","Miller","Ward Miller","84","230","23","2","28","1994","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","False","1","1","Michigan State","Deltona","FL","46","39","60","76","9","6","39","0","1","4","22","54","16","10","4","8","40","60","88","58","F","F","C","F","F","F","C","B","D","F","F","F","F","D","54","73","0","0","0","0","23781","23832","23883","23935","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","","Loren","Kieffer","Loren Kieffer","81","222","22","4","13","1995","USDL","1","Westchester","22","Westchester","22","N/A","0","","0","False","2","1","Washington","San Jose","CA","75","2","6","46","5","13","59","0","7","4","12","10","7","14","17","9","39","72","71","49","F","D","B","F","F","F","D","D","F","D","D","F","F","F","34","46","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","","August","Brown","August Brown","73","191","21","4","11","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","5","0","Saint Mary's","Los Angeles","CA","3","1","15","24","17","42","75","45","6","5","1","5","4","24","52","2","86","40","77","69","D","B","A","C","F","F","F","F","F","D","C","F","F","D","54","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","","Stanford","Wynne","Stanford Wynne","83","225","31","11","28","1985","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","Sprained Ankle","0","False","1","10","Texas Tech","Cut Off","LA","52","16","45","2","8","17","49","28","20","8","48","27","31","3","14","47","12","36","57","16","F","F","C","D","D","F","C","D","D","F","F","C","F","F","51","54","0","2","0","0","175382","186839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"107","","Forrest","Calvo","Forrest Calvo","80","235","27","6","24","1989","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","2","8","Nebraska","Pierce","NE","38","15","87","16","13","50","73","0","12","4","1","26","20","2","8","8","22","64","40","34","F","B","A","F","F","F","F","D","D","F","F","F","F","F","38","45","0","0","0","0","29618","33320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"108","","Graig","Compton","Graig Compton","86","215","19","9","7","1997","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","1","0","Brigham Young","Santa Barbara","CA","13","52","11","96","1","5","39","0","5","2","4","13","9","2","3","8","8","61","31","31","F","F","D","F","F","F","F","D","F","F","F","F","F","F","24","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"109","","Lester","Fagan","Lester Fagan","81","212","26","12","18","1990","USDL","1","Canton","6","Canton","6","N/A","0","","0","False","2","3","Virginia","Laurel Park","VA","3","7","22","81","21","7","31","0","22","5","8","27","29","13","9","27","17","49","55","31","D","F","D","F","D","F","F","D","D","F","F","D","F","F","40","42","0","0","0","0","12900","14512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"110","","Joel","Lee","Joel Lee","82","243","25","3","17","1992","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","5","Purdue","Hackensack","NJ","64","73","67","7","12","22","58","0","18","4","27","13","26","1","1","10","14","49","29","42","F","D","C","F","D","F","D","F","D","F","F","F","F","F","34","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","","Sabastian","Murga","Sabastian Murga","81","217","36","8","23","1980","USDL","1","Canton","6","Canton","6","N/A","0","","0","False","1","14","None","Lárisa","Greece","70","9","38","45","16","38","52","0","35","14","24","35","28","13","7","37","24","60","42","38","F","D","C","F","D","F","D","D","D","F","F","D","F","F","49","51","0","2","0","0","166467","187275","208084","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"112","","Virmantas","Daukszas","Virmantas Daukszas","82","221","31","12","23","1985","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","1","11","None","Klaipeda","Lithuania","51","2","69","29","8","64","37","0","42","18","40","36","19","18","46","10","14","63","61","42","F","B","D","F","C","D","C","D","D","D","C","F","F","F","48","52","0","4","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","","Gary","Stgermain","Gary Stgermain","83","246","27","5","12","1989","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","Broken Finger","0","False","1","5","Kentucky","Ballwin","MO","35","41","89","1","48","36","64","64","31","33","61","39","34","28","19","41","21","58","37","20","C","C","B","A","D","D","B","C","D","D","D","C","D","C","75","83","0","28","2","0","221992","249741","277490","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"114","","Charles","Hawkins","Charles Hawkins","81","226","21","10","8","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","2","0","Furman","French Settlement","LA","52","46","91","4","11","16","45","16","27","16","36","28","18","3","11","12","43","54","66","39","D","D","C","F","C","D","C","D","D","F","F","D","F","F","45","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","","Bo","Yi","Bo Yi","80","234","24","5","25","1992","USDL","1","Idaho","9","Idaho","9","N/A","0","Severe Migraines","0","False","2","2","Iona","Boston","MA","85","6","74","64","36","12","43","19","29","2","45","17","12","1","26","24","20","57","63","45","C","D","C","D","D","F","C","D","F","F","D","D","F","F","50","58","0","4","0","0","24079","27089","30099","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"116","","Deandre","O'Neal","Deandre O'Neal","80","234","24","10","11","1992","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","True","2","0","Illinois-Chicago","Chicago","IL","45","43","51","78","14","25","62","0","13","10","12","12","12","3","6","3","33","54","66","32","D","C","B","F","F","F","F","D","D","F","F","F","F","F","33","43","0","0","0","0","7600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","","Keith","Lotz","Keith Lotz","76","205","20","1","27","1997","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","4","0","Georgetown","Norwalk","CT","29","89","8","32","6","20","51","10","18","5","3","17","8","8","11","13","60","42","55","42","F","D","C","F","D","F","F","D","F","F","F","F","F","F","29","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"118","","Daniel","Brown","Daniel Brown","82","231","20","5","14","1996","USDL","1","Iowa","10","Iowa","10","N/A","0","","0","False","2","1","Arizona","Payson","AZ","43","11","44","7","3","33","49","33","8","7","22","18","16","2","16","10","19","59","47","29","F","B","C","C","F","F","C","D","D","F","D","F","F","F","36","55","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","","Edward","Rinaldi","Edward Rinaldi","82","245","24","12","25","1992","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","1","Valparaiso","Atkinson","IL","16","30","47","2","11","11","42","0","14","14","39","14","17","12","18","20","23","59","32","43","F","F","C","F","D","F","C","F","D","D","D","D","F","F","36","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","","Jarrett","Collins","Jarrett Collins","79","181","22","4","5","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","4","0","Miami","Jackson","MS","2","82","10","37","4","28","67","0","17","11","12","14","3","16","13","3","65","47","57","60","F","C","B","F","D","F","F","D","F","D","D","F","F","F","39","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","","Sydney","Carter","Sydney Carter","83","250","23","5","31","1993","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","True","1","1","Washington State","Missoula","MT","27","40","2","58","11","9","37","0","21","18","31","14","19","0","14","8","48","65","52","39","F","F","C","F","D","D","C","D","D","F","D","F","F","F","38","49","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","","Ed","Small","Ed Small","83","249","29","12","19","1987","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","1","8","Middle Tennessee","Kirkwood","MO","62","2","46","92","22","25","31","35","34","16","28","32","20","0","8","12","13","55","37","18","D","D","D","C","D","F","D","D","D","F","F","F","F","F","46","49","0","0","0","0","88923","94232","99541","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","","Thomas","Stokes","Thomas Stokes","80","241","24","8","24","1992","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","1","Oakland","Oak Creek","WI","16","24","64","50","5","17","52","0","12","4","9","10","19","0","5","5","12","68","46","34","F","D","B","F","D","F","F","D","C","F","F","F","F","F","28","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","","Arthur","Williams","Arthur Williams","80","246","28","4","29","1988","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","","0","False","2","7","Southern California","Glendale","CA","66","20","8","29","29","16","47","26","7","10","15","43","8","23","9","14","10","65","17","38","C","D","C","D","F","F","F","C","F","D","F","F","F","F","43","50","0","1","0","0","51520","56672","61824","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"125","","David","Burnett","David Burnett","79","233","30","5","11","1986","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","2","8","Georgetown","Washington","DC","13","2","30","69","35","50","30","0","35","4","31","8","14","4","7","38","19","50","45","17","D","C","D","F","D","F","D","F","F","F","F","C","F","F","40","41","0","0","0","0","18500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","","Jack","Escalera","Jack Escalera","79","230","20","5","15","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","Oklahoma","Moore","OK","44","12","79","16","3","23","66","4","10","1","1","19","15","15","44","20","45","56","55","27","F","D","B","F","F","F","F","D","D","D","B","D","F","F","32","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","","Bo","Johnson","Bo Johnson","82","242","42","7","6","1974","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","22","Brigham Young","Poway","CA","25","49","38","20","1","17","46","0","26","8","22","7","25","4","4","29","36","42","69","74","F","D","C","F","D","F","D","F","D","F","F","D","F","F","40","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","","Thomas","Miller","Thomas Miller","81","226","26","1","30","1991","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","2","Alabama","Paris","IL","67","61","70","83","9","29","64","0","3","14","10","30","16","8","6","9","17","64","61","19","F","D","B","F","F","F","F","D","F","F","F","F","F","F","34","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","","Chase","Harris","Chase Harris","81","239","35","8","27","1981","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","16","VMI","Laurel","VA","70","29","81","61","1","43","63","0","20","7","19","16","38","2","18","13","19","57","43","19","F","C","B","F","D","F","D","F","C","F","F","F","F","F","36","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","","Bryan","Underwood","Bryan Underwood","78","208","18","11","26","1998","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","4","0","UAB","Ozark","AR","7","84","66","76","0","14","41","13","16","20","5","11","3","16","15","5","72","70","61","38","F","F","C","F","F","D","F","F","F","D","F","F","F","F","36","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","","Harold","Kautz","Harold Kautz","81","236","32","1","1","1985","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","Patellar Tendanitis","0","False","2","10","None","Cave City","AR","90","20","0","94","10","22","50","6","35","3","40","42","27","6","31","1","51","52","88","48","F","D","C","F","D","F","C","C","D","F","D","F","F","F","54","56","0","5","0","0","198715","223554","248394","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"168","","Rodrick","O'Neil","Rodrick O'Neil","79","182","35","6","18","1981","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","14","Pittsburgh","Blanding","UT","79","66","72","65","10","41","62","50","9","9","1","11","5","8","27","12","31","36","58","13","F","C","B","C","F","F","F","F","F","F","D","F","F","F","32","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","","Detlef","Ruedholzer","Detlef Ruedholzer","81","245","31","2","6","1986","USDL","1","Texas","17","Texas","17","N/A","0","Broken Finger","0","False","2","11","None","Feucht","Germany","39","16","35","53","35","21","52","17","26","17","11","17","17","3","17","2","50","38","91","41","C","D","C","F","D","D","F","F","F","F","F","F","F","F","49","52","0","6","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","","Ricky","Rodriguez","Ricky Rodriguez","79","227","27","3","30","1990","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","6","Gonzaga","Graham","WA","9","22","89","47","17","8","36","13","29","9","6","5","44","8","20","6","39","64","41","71","F","F","D","F","D","F","F","F","C","F","D","F","F","F","43","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","","Brian","Ryder","Brian Ryder","80","228","32","6","8","1984","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","False","2","11","None","Yorkshire","VA","81","2","82","49","20","40","61","0","35","7","16","13","10","19","18","7","55","48","87","36","D","C","B","F","D","F","F","F","F","D","F","F","F","F","47","48","0","3","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","","Robert","Anderson","Robert Anderson","77","227","24","12","9","1992","USDL","1","Erie","7","Erie","7","N/A","0","","0","True","3","0","Rutgers","New York","NY","13","37","82","63","7","8","42","7","30","6","24","7","23","25","23","7","44","62","67","30","F","F","C","F","C","F","D","F","C","D","D","F","F","F","31","40","0","0","0","0","7600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","","Ronald","Daniels","Ronald Daniels","72","204","20","9","16","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","5","0","North Carolina","Highview","KY","53","17","90","26","22","36","64","15","10","28","2","7","1","29","51","1","99","29","80","47","D","C","B","D","F","D","F","F","F","D","B","F","F","D","54","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","","Steven","Perea","Steven Perea","80","231","24","10","17","1992","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","","0","True","3","1","Pittsburgh","Philadelphia","PA","39","60","9","81","11","17","48","11","7","4","5","29","9","18","4","8","42","57","37","47","D","D","C","F","F","F","F","D","F","D","F","F","F","F","36","48","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","","Kevin","Walker","Kevin Walker","82","217","29","6","24","1987","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","","0","False","3","11","California","Los Angeles","CA","25","3","67","87","25","36","49","22","10","31","16","9","2","5","12","21","51","53","85","22","D","D","B","D","F","D","F","F","F","F","F","D","F","F","46","47","0","6","0","0","140458","141361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"176","","Baldomero","Montalvo","Baldomero Montalvo","81","239","27","3","29","1990","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","","0","False","3","6","St. John's","Plattsburgh","NY","7","3","59","79","12","20","43","33","25","7","3","8","23","28","15","5","41","46","55","27","F","D","B","D","D","F","F","F","D","C","F","F","F","F","36","42","0","0","0","0","15500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","","Aaron","Beasley","Aaron Beasley","79","208","26","11","27","1990","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","False","3","7","South Carolina","Sunrise","FL","20","2","53","8","27","31","75","8","5","2","4","33","19","5","9","20","35","39","39","28","D","C","B","F","F","F","F","D","D","F","F","D","F","F","40","49","0","0","0","0","24682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"178","","Slavoljub","Curach","Slavoljub Curach","82","210","20","2","8","1997","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","2","0","None","Koprivnica","Croatia","42","27","27","46","15","20","51","0","7","1","4","17","24","6","6","16","29","65","65","40","D","C","B","F","F","F","F","D","C","F","F","C","F","F","39","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","","Quintin","Taylor","Quintin Taylor","79","220","32","1","2","1985","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","10","UTEP","Catalina","AZ","47","39","82","17","9","53","67","24","35","10","39","15","6","40","22","12","32","56","18","8","F","C","B","D","D","F","C","F","F","C","D","F","F","F","34","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","","William","Parker","William Parker","80","244","31","7","11","1985","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","Sprained Ankle","0","False","3","12","Nevada","Stanford","CA","13","26","36","45","12","34","53","20","20","18","31","17","8","32","43","24","60","62","72","23","F","D","B","D","D","F","D","D","F","D","C","D","F","F","53","56","0","4","0","0","251960","255341","258722","262104","265485","268866","0","0","0","0","0","0","0","0","0","0","2"
"181","","William","Clyburn","William Clyburn","79","192","24","7","26","1992","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Broken Finger","0","False","3","1","Temple","St. Marys","PA","89","31","57","16","16","24","56","9","45","13","27","10","18","16","3","37","64","56","91","87","D","D","C","F","C","F","D","F","D","F","F","D","F","D","59","65","0","9","0","0","37100","40810","44520","48230","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","","Tony","Beck","Tony Beck","79","241","30","5","28","1986","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","8","Oregon State","Mountlake Terrace","WA","98","14","4","60","9","42","74","28","18","3","9","20","32","10","13","17","30","40","17","23","F","C","B","D","F","F","F","D","D","F","F","D","F","F","36","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","","Napoleon","McDaniel","Napoleon McDaniel","79","243","32","5","18","1984","USDL","1","Canton","6","Canton","6","N/A","0","Dislocated Shoulder","0","False","2","13","Providence","Cumberland Hill","RI","30","7","96","63","42","45","37","19","24","8","7","25","8","15","8","21","45","52","67","55","C","C","D","D","D","F","F","D","F","F","F","D","F","F","52","54","0","9","1","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","","Mikulás","Materna","Mikulás Materna","80","212","27","12","8","1989","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","Dislocated Shoulder","0","False","3","3","None","Prague","Czech Republic","98","19","1","11","9","35","68","25","25","9","9","35","11","13","12","6","62","54","72","56","F","C","B","C","D","F","F","C","F","F","F","F","F","D","55","68","0","7","1","0","45084","50720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"185","","Petr","Donat","Petr Donat","78","226","29","4","21","1987","USDL","1","Reno","13","Reno","13","N/A","0","Severe Migraines","0","False","3","11","None","Havirov","Czech Republic","89","2","99","21","19","39","73","46","32","15","1","15","17","51","19","6","38","67","76","21","D","C","B","C","D","F","F","F","F","C","D","F","F","F","43","47","0","1","0","0","103743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","","David","Alexander","David Alexander","80","244","24","6","13","1992","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","Patellar Tendanitis","0","False","3","2","None","Westminster","CA","61","25","91","93","8","26","57","49","41","18","6","14","5","8","17","6","54","60","74","27","F","D","C","B","C","D","F","D","F","F","D","F","F","F","47","59","0","5","2","0","17785","18304","18822","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"187","","Xia","Yen","Xia Yen","80","241","27","5","31","1989","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","3","5","None","Ürümqi","China","4","14","60","91","25","12","33","0","9","8","27","9","38","7","0","6","33","42","46","39","D","F","C","F","F","F","D","F","D","F","F","F","F","F","40","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","","Randal","Barton","Randal Barton","79","219","27","8","1","1989","USDL","1","Idaho","9","Idaho","9","N/A","0","Stress Fracture","45","True","3","8","Siena","Towson","MD","77","21","99","46","9","37","72","17","28","4","8","21","7","19","53","21","44","45","76","29","F","C","B","F","D","F","F","D","F","D","B","D","F","F","41","46","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","","Orville","Lamere","Orville Lamere","80","228","30","8","3","1986","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","True","3","6","Kansas","Salina","KS","66","26","41","77","6","16","37","13","24","12","19","17","26","5","17","10","42","47","51","33","F","F","C","F","D","F","D","D","D","F","F","F","F","F","37","41","0","0","0","0","41676","46886","52095","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","","Harold","Mori","Harold Mori","79","220","31","12","26","1985","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","10","Colorado","Aurora","CO","13","25","51","10","9","12","38","12","38","9","8","30","29","10","2","21","33","31","32","52","F","F","C","F","D","F","F","D","D","F","F","D","F","F","38","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","","Len","Elwood","Len Elwood","79","214","31","6","10","1985","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","3","12","Utah Valley","Davis","CA","49","19","23","39","21","16","48","45","12","6","12","22","7","57","41","14","48","47","47","46","D","F","C","C","F","F","F","D","F","C","C","F","F","F","54","57","0","5","1","1","241123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","","Dion","Kipp","Dion Kipp","82","225","21","10","28","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","3","0","None","Poole","England","14","82","24","97","6","47","69","21","25","3","22","21","26","17","20","25","32","43","47","45","F","C","B","D","D","F","D","D","D","F","D","D","F","F","46","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","","Lester","Walker","Lester Walker","78","216","28","9","7","1988","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","6","Missouri State","Albany","MO","55","66","11","68","11","15","45","22","2","22","13","12","25","10","28","19","40","65","59","26","F","F","C","D","F","D","F","F","D","F","D","D","F","F","36","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","","Clarence","Campbell","Clarence Campbell","80","192","30","8","26","1986","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","False","3","11","Niagara","Grand Rapids","MI","48","3","58","36","8","18","44","11","20","8","12","3","21","20","7","38","37","82","53","29","F","D","C","F","D","F","F","F","D","D","F","C","F","F","38","40","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","","Charles","Taylor","Charles Taylor","79","212","34","12","2","1982","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","12","Miami","Miami","FL","99","46","32","56","26","8","34","5","36","19","3","26","8","23","16","2","66","49","49","30","D","F","D","F","C","D","F","D","F","D","F","F","F","F","39","41","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","","Wes","McGowan","Wes McGowan","81","239","34","2","26","1983","USDL","1","Canton","6","Canton","6","N/A","0","Stiff Neck","0","False","2","12","Maryland","North Bethesda","MD","88","26","50","20","67","18","55","25","39","10","19","17","59","28","6","18","57","56","48","33","B","D","C","D","C","F","D","F","B","D","F","D","D","D","71","73","0","20","6","1","309241","340165","371089","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"197","","Douglas","Brewer","Douglas Brewer","79","210","24","1","4","1993","USDL","1","Toronto","21","Toronto","21","N/A","0","","0","False","2","1","West Virginia","Carney","MD","19","4","84","38","18","28","69","5","20","3","3","12","10","23","7","10","53","57","80","44","D","C","B","F","D","F","F","D","F","C","F","F","F","F","40","58","1","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","","Valentín","Chiamulera","Valentín Chiamulera","83","194","29","10","23","1987","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","Broken Foot","0","False","2","9","IUPUI","Battle Ground","IN","65","32","55","54","31","12","37","1","15","18","32","14","8","35","26","7","50","72","95","24","D","F","C","F","F","D","D","F","F","C","D","F","F","F","46","47","0","5","0","0","99586","101829","104073","106316","0","0","0","0","0","0","0","0","0","0","0","0","6"
"208","","Frank","Jacobsen","Frank Jacobsen","79","209","31","10","24","1985","USDL","1","Westchester","22","Westchester","22","N/A","0","Patellar Tendanitis","0","False","2","9","North Carolina","Menasha","WI","94","31","75","93","8","50","71","14","27","15","6","8","13","3","22","7","53","64","80","42","F","C","B","F","D","F","F","F","F","F","D","F","F","F","45","46","0","6","0","0","79890","83840","87790","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"209","","Howard","Aman","Howard Aman","78","232","38","11","12","1978","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","15","Seton Hall","Boston","MA","95","68","28","47","18","10","39","4","29","5","7","19","15","13","13","10","37","47","37","25","D","F","C","F","D","F","F","F","F","F","F","F","F","F","29","32","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","","Conrad","Jones","Conrad Jones","80","229","22","5","18","1994","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","True","5","1","Northern Iowa","Chesterfield","MO","84","71","77","71","9","18","56","18","12","16","9","7","10","10","15","1","52","47","68","29","F","D","C","D","D","D","F","F","F","F","F","F","F","F","34","43","0","1","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","","David","Edwards","David Edwards","78","244","32","10","13","1984","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","9","Denver","Colorado Springs","CO","57","47","50","45","7","16","18","10","40","6","11","13","28","9","21","20","41","65","34","62","F","F","D","F","C","F","F","F","D","F","D","D","F","F","37","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","","Kenny","Dollar","Kenny Dollar","83","269","21","11","29","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","1","0","Utah State","Ogden","UT","32","10","39","75","16","4","33","0","14","4","2","9","14","11","8","2","11","67","48","50","D","F","D","F","D","F","F","F","D","F","F","F","F","F","32","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","","Bogomil","Rajsp","Bogomil Rajsp","80","208","32","11","18","1984","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","2","9","None","Menges","Slovenia","91","24","44","9","45","52","68","43","44","27","8","14","16","35","21","28","30","63","55","38","C","C","A","C","C","D","F","F","F","D","D","D","F","D","59","62","0","10","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
