FirstName,LastName,Height,Weight,Position,DOB,Uniform,City,State,College,Exp,Injury,TimeInjured,InsideScoring,PotInside,JumpShot,PotJumpShot,FtShot,PotFtShot,3pShot,Pot3pShot,3pUsage,Handling,PotHandling,Passing,PotPassing,PostDefense,PotPostDefense,PerimeterDefense,PotPerimeterDefense,Stealing,PotStealing,Blocking,PotBlocking,OReb,PotOReb,DReb,PotDReb,Fouling,Strength,Quickness,Jumping,Stamina,Team,Contract1,Contract2,Contract3,Contract4,Contract5,Contract6,Contract7,BirdYears,Option,Picname,InjuryAvoidance
Arden,Griffith,81,217,PF,2/19/1991,42,Shawano,WI,Iowa,5,,0,43,67,28,36,32,33,0,0,0,19,24,3,4,38,59,6,8,29,46,27,38,18,24,24,43,53,66,17,27,55,FWN,128878,139188,0,0,0,0,0,0,Player,,96
Bert,Brown,80,223,PF,5/15/1992,42,East Meadow,NY,Siena,3,,0,3,7,5,12,39,42,3,7,8,21,46,4,9,15,29,8,14,19,35,16,36,9,20,8,18,29,68,34,44,75,MNE,13500,0,0,0,0,0,0,0,None,,54
Matt,Moore,81,232,PF,11/19/1990,54,Sandersville,MS,Alabama A&M,4,,0,14,14,5,6,35,36,0,0,0,32,32,3,3,46,46,11,11,47,53,17,17,46,46,15,15,5,45,19,44,28,IAE,14100,0,0,0,0,0,0,0,None,,8
Ira,Sanchez,78,239,PF,9/2/1984,50,Oceanside,CA,Texas Tech,9,,0,12,15,21,21,43,51,0,0,0,22,22,3,3,34,36,1,1,25,25,16,17,9,11,49,51,15,72,11,52,14,RNO,23000,0,0,0,0,0,0,0,None,,12
Enoch,Miller,79,202,PF,11/28/1988,40,Fountain Valley,CA,California,4,,0,1,1,26,33,33,40,0,0,0,0,0,6,8,8,10,4,7,11,13,29,40,8,11,20,29,98,56,25,42,31,FA,0,0,0,0,0,0,0,0,None,,54
Jack,Hall,82,229,PF,6/5/1984,43,Chicago,IL,Bowling Green,11,,0,38,41,27,30,41,42,0,0,0,29,29,13,17,6,8,5,6,8,8,14,14,26,34,17,22,36,56,26,77,51,ERI,185540,208732,0,0,0,0,0,4,None,,16
Damian,Anderson,82,235,PF,12/2/1989,40,Chicago,IL,West Virginia,6,,0,6,9,11,14,39,44,0,0,0,34,45,22,25,7,9,2,3,5,8,9,14,10,12,41,52,42,60,15,17,49,SCZ,17100,0,0,0,0,0,0,0,None,,27
Joe,Harris,80,232,PF,9/9/1984,42,Pebble Creek,FL,Vermont,12,,0,18,18,31,36,36,37,17,17,18,31,35,3,3,7,7,21,21,21,26,15,16,12,13,9,9,51,56,12,34,12,FA,0,0,0,0,0,0,0,0,None,,39
Frank,Brown,80,239,PF,12/11/1978,45,Weymouth,MA,Illinois-Chicago,16,,0,3,4,60,60,36,40,0,0,0,12,17,3,3,11,14,13,14,10,13,19,21,23,25,22,27,47,66,12,61,51,SFS,23800,0,0,0,0,0,0,0,None,,41
Ronald,Reyes,83,203,PF,5/19/1985,43,Cambridge,MA,Syracuse,8,,0,31,31,20,24,47,54,20,20,18,48,50,14,16,30,30,14,14,7,9,13,13,23,28,9,9,71,53,12,27,47,LAD,20000,0,0,0,0,0,0,0,None,,96
Larry,Poole,80,210,PF,8/24/1993,50,Charlestown,IN,Belmont,2,Plantar Fasciitis,36,16,21,6,8,34,38,4,5,6,17,19,29,36,17,27,1,1,22,26,34,42,25,28,39,42,55,74,34,42,49,WSK,33293,37455,0,0,0,0,0,2,None,,75
Don,Rivas,82,240,C,3/6/1990,31,Bremerton,WA,Gonzaga,3,,0,3,5,10,13,41,43,0,0,0,23,34,6,8,41,49,9,14,11,17,12,17,13,20,16,18,38,53,30,50,73,RNO,13500,0,0,0,0,0,0,0,None,,65
Chris,Walker,82,230,PF,12/25/1981,44,St. Petersburg,FL,Duke,11,Migraine,0,20,26,30,41,58,69,0,0,0,29,30,7,9,32,34,5,5,1,1,54,54,21,21,25,26,14,62,14,49,27,FWN,204613,225074,0,0,0,0,0,1,None,,79
Eliseo,Adega,82,220,PF,5/4/1994,54,New Orleans,LA,Auburn,0,,0,4,9,19,40,36,40,0,0,0,3,9,0,0,16,34,6,13,2,5,10,22,19,41,8,17,85,45,30,54,78,IDS,7600,11100,0,0,0,0,0,0,None,,18
Matthew,Davis,83,231,PF,4/8/1983,42,Abilene,TX,Arkansas-Little Rock,12,,0,26,29,21,26,49,56,0,0,0,11,13,12,12,9,12,10,12,28,28,30,39,56,58,29,30,49,56,18,39,39,RIO,204613,0,0,0,0,0,0,3,None,,62
Gregory,Rodriguez,81,240,PF,2/8/1984,0,Lafayette,LA,Saint Louis,11,,0,10,13,33,36,36,39,0,0,0,41,42,0,0,36,43,23,27,26,28,35,40,40,49,60,60,60,70,25,31,50,MNE,270538,271184,0,0,0,0,0,1,None,,48
Marcel,Davis,80,218,PF,6/28/1991,45,Glendale,CA,Long Beach State,2,,0,13,21,10,20,49,50,0,0,0,23,32,9,13,5,8,2,4,8,13,9,16,20,29,9,17,45,64,17,40,47,FA,0,0,0,0,0,0,0,0,None,,43
Arthur,Garmon,80,247,PF,8/24/1987,50,New London,CT,UTEP,7,,0,3,4,24,32,60,61,0,0,0,10,11,13,14,12,14,1,1,23,24,10,10,34,41,53,53,54,65,13,27,52,RIO,18500,0,0,0,0,0,0,0,None,,36
Jose,Mitchell,83,218,PF,5/10/1985,55,New York,NY,Ohio State,9,Sprained Knee,0,11,11,64,64,40,44,0,0,0,27,33,0,0,15,15,10,10,17,17,33,33,18,20,25,28,77,57,40,32,89,TXL,159034,160547,162060,163574,0,0,0,2,None,,45
Shawn,Morris,80,210,PF,6/19/1990,50,Scarsdale,NY,Connecticut,5,,0,11,11,18,25,50,55,0,0,0,19,20,8,9,10,13,1,1,21,26,13,15,24,24,8,9,38,68,13,48,39,FA,0,0,0,0,0,0,0,0,None,,35
Espiridion,Vales,80,237,PF,6/18/1985,41,Butte-Silver Bow,MT,Montana,9,,0,23,23,24,24,49,54,0,0,0,50,52,8,8,7,9,1,1,10,10,12,14,10,10,17,17,92,55,11,25,25,FA,0,0,0,0,0,0,0,0,None,,25
Bo,Johnson,82,231,PF,7/6/1974,34,Poway,CA,Brigham Young,21,,0,1,2,18,22,46,52,0,0,0,25,25,8,9,22,25,4,4,3,4,25,27,20,23,6,7,37,47,41,73,72,ERI,23800,0,0,0,0,0,0,0,None,,58
Thomas,Miller,81,221,PF,1/30/1991,51,Paris,IL,Alabama,2,,0,9,9,31,31,59,61,0,0,0,3,3,16,16,15,18,8,10,5,6,10,10,8,9,28,28,36,60,14,21,54,IDS,12900,0,0,0,0,0,0,0,None,,97
Chase,Harris,81,226,PF,8/27/1981,40,Laurel,VA,VMI,15,,0,1,1,45,47,58,65,0,0,0,17,19,7,7,42,42,2,2,18,18,12,16,19,23,15,20,34,57,21,24,48,BKR,23800,0,0,0,0,0,0,0,None,,0
Mark,Robinson,81,233,PF,8/8/1993,54,Sunrise Manor,NV,Arizona State,2,,0,4,6,9,13,40,43,0,0,0,26,48,0,0,13,25,2,3,11,15,4,5,12,17,11,19,33,64,13,54,24,FA,0,0,0,0,0,0,0,0,None,,84
Harold,Kautz,81,232,SF,1/1/1985,35,Cave City,AR,None,9,Patellar Tendanitis,8,9,11,23,28,47,58,5,6,6,34,34,3,3,28,30,5,7,33,33,1,1,40,40,35,48,45,51,61,46,87,SCZ,198715,223554,248394,0,0,0,0,1,None,,79
Rodrick,O'Neil,79,182,SF,6/18/1981,7,Blanding,UT,Pittsburgh,13,,0,9,12,39,39,59,69,47,52,52,8,11,9,9,5,5,7,9,26,26,11,14,1,1,12,12,54,45,36,22,57,FWN,23800,0,0,0,0,0,0,0,None,,71
Detlef,Ruedholzer,81,237,PF,2/6/1986,33,Feucht,Germany,None,10,Broken Finger,0,35,42,18,23,49,53,17,17,18,24,26,16,21,18,18,2,3,15,20,2,3,10,13,16,17,63,41,51,43,86,TXL,23800,0,0,0,0,0,0,0,None,,30
Ricky,Rodriguez,79,226,PF,3/30/1990,10,Graham,WA,Gonzaga,5,,0,19,21,9,11,35,41,14,16,14,32,38,10,12,46,46,9,10,18,21,7,7,7,8,5,6,34,61,39,66,33,SCZ,66575,68110,69645,0,0,0,0,4,None,,52
Brian,Ryder,80,217,PF,6/8/1984,24,Yorkshire,VA,None,10,,0,20,20,39,39,63,69,0,0,0,35,35,7,7,8,10,22,22,16,19,6,8,18,18,12,13,48,54,59,43,84,BKR,23800,0,0,0,0,0,0,0,None,,64
Robert,Anderson,77,226,SF,12/9/1992,11,New York,NY,Rutgers,0,,0,6,11,7,12,40,42,6,12,11,28,42,5,8,21,39,22,41,21,42,6,11,21,35,6,9,67,57,41,31,58,ERI,7600,0,0,0,0,0,0,0,None,,2
Prince,Suh,81,239,SF,11/16/1988,20,Preston,ID,Boise State,7,,0,4,4,36,39,66,68,2,2,2,61,61,20,20,6,6,32,38,14,18,12,12,8,10,16,17,91,40,35,58,25,FA,0,0,0,0,0,0,0,0,None,,65
Steven,Perea,80,224,SF,10/17/1992,20,Philadelphia,PA,Pittsburgh,0,,0,10,22,17,27,52,57,9,19,17,6,12,3,5,8,14,16,34,3,5,7,13,4,9,28,43,30,52,45,48,33,FWN,7600,11100,0,0,0,0,0,0,None,,15
Kevin,Walker,82,202,SF,6/24/1987,26,Los Angeles,CA,California,10,,0,26,30,33,34,52,64,21,24,27,10,11,29,30,2,2,4,5,13,13,19,21,16,16,8,9,94,54,58,23,83,OCB,140458,141361,0,0,0,0,0,4,None,,43
Baldomero,Montalvo,81,238,SF,3/29/1990,15,Plattsburgh,NY,St. John's,5,,0,12,19,19,27,49,57,29,37,35,23,32,6,7,22,30,24,42,14,17,4,5,2,3,7,9,48,42,40,27,48,GRD,15500,0,0,0,0,0,0,0,None,,50
Aaron,Beasley,79,193,SF,11/27/1990,16,Sunrise,FL,South Carolina,6,,0,25,42,30,45,69,75,7,9,9,4,6,2,3,17,30,4,7,8,13,18,23,3,5,27,35,10,36,35,26,37,D87,24682,0,0,0,0,0,0,4,None,,56
Mario,Russo,79,183,SF,11/20/1972,31,Syosset,NY,Long Island,20,,0,1,1,40,42,70,72,23,30,28,44,55,11,12,4,4,11,13,15,17,10,10,12,12,21,21,72,55,37,37,28,FA,0,0,0,0,0,0,0,0,None,,21
Quintin,Taylor,79,220,SF,1/2/1985,9,Catalina,AZ,UTEP,9,,0,9,9,53,55,66,67,26,26,24,30,38,10,14,5,6,36,48,21,26,12,14,43,49,13,14,37,62,37,11,21,BKR,23000,0,0,0,0,0,0,0,None,,21
William,Parker,80,244,PF,7/11/1985,9,Stanford,CA,Nevada,11,,0,12,12,33,37,57,67,19,23,23,20,23,18,18,7,9,32,32,43,43,23,26,27,34,16,19,17,64,61,31,78,GRD,251960,255341,258722,262104,265485,268866,0,2,None,,41
William,Clyburn,79,190,SF,7/26/1992,31,St. Marys,PA,Temple,0,Broken Wrist,0,16,23,23,29,54,59,7,9,10,43,51,12,18,16,23,15,18,2,3,34,39,24,29,9,13,36,57,65,84,85,FWN,37100,40810,44520,48230,0,0,0,0,None,,11
Tony,Beck,79,240,SF,5/28/1986,15,Mountlake Terrace,WA,Oregon State,7,,0,7,9,39,47,69,74,28,28,24,17,17,2,3,33,39,10,12,13,13,18,18,8,9,20,20,75,40,34,31,21,RNO,18500,0,0,0,0,0,0,0,None,,99
Napoleon,McDaniel,79,242,PF,5/18/1984,22,Cumberland Hill,RI,Providence,12,Dislocated Shoulder,0,39,41,51,51,37,41,21,21,20,24,24,8,9,8,9,15,15,7,8,24,24,6,8,26,27,57,57,46,56,60,CAN,23800,0,0,0,0,0,0,0,None,,75
Mikulás,Materna,80,197,SF,12/8/1989,21,Prague,Czech Republic,None,2,Broken Finger,0,7,9,30,44,68,74,24,41,38,24,36,7,9,11,16,12,19,10,13,5,7,8,10,33,47,41,53,62,51,73,BKR,45084,50720,0,0,0,0,0,2,None,,39
Petr,Donat,78,226,SF,4/21/1987,7,Havirov,Czech Republic,None,10,Broken Finger,0,18,23,41,41,70,71,46,53,50,27,32,15,15,16,17,47,49,20,25,6,6,1,1,15,15,14,63,42,31,70,RNO,103743,0,0,0,0,0,0,0,None,,96
David,Alexander,80,243,SF,6/13/1992,16,Westminster,CA,None,1,Stiff Neck,0,7,10,22,34,60,64,44,64,57,38,49,16,28,4,7,7,10,15,26,5,8,5,8,13,24,95,59,55,26,79,RIO,17785,18304,18822,0,0,0,0,1,None,,18
Xia,Yen,80,234,C,5/31/1989,5,Ürümqi,China,None,4,,0,23,30,11,14,36,44,0,0,0,9,9,7,8,33,35,6,8,0,0,6,6,27,27,8,11,32,40,37,39,40,MNE,31833,34724,0,0,0,0,0,7,None,,91
Randal,Barton,79,217,SF,8/1/1989,32,Towson,MD,Siena,7,,0,8,11,34,42,67,71,15,19,20,26,32,3,6,6,8,17,28,45,62,20,25,7,11,20,28,60,47,47,26,79,RIO,43063,0,0,0,0,0,0,6,None,,40
Orville,Lamere,80,222,SF,8/3/1986,4,Salina,KS,Kansas,5,,0,5,6,15,16,37,46,11,12,13,20,26,12,13,25,32,4,5,16,18,10,10,21,24,17,22,66,51,41,47,56,SFS,41676,46886,52095,0,0,0,0,0,None,,26
Harold,Mori,79,213,SF,12/26/1985,20,Aurora,CO,Colorado,9,,0,8,11,10,13,39,43,12,12,13,37,37,8,10,31,31,8,10,2,3,20,20,7,9,27,36,55,32,39,48,34,SCZ,23000,0,0,0,0,0,0,0,None,,21
Len,Elwood,79,203,SF,6/10/1985,30,Davis,CA,Utah Valley,11,,0,21,25,17,18,48,48,44,48,39,10,11,6,6,6,7,49,59,39,49,14,19,12,12,24,25,59,47,51,47,44,TXL,241123,0,0,0,0,0,0,0,None,,76
Brian,Jones,77,214,SF,8/9/1988,24,Detroit,MI,Butler,5,,0,15,19,40,47,73,77,14,20,17,26,33,7,10,1,2,16,20,4,5,19,21,6,7,13,14,54,56,36,27,33,FA,0,0,0,0,0,0,0,0,None,,28
Lester,Walker,78,205,SF,9/7/1988,27,Albany,MO,Missouri State,5,,0,10,12,14,18,44,48,19,22,22,2,2,20,23,22,32,10,10,24,25,17,21,13,14,11,15,85,62,39,29,58,FA,0,0,0,0,0,0,0,0,None,,23
Clarence,Campbell,80,183,SF,8/26/1986,27,Grand Rapids,MI,Niagara,10,,0,8,8,16,22,48,52,12,12,11,21,21,8,8,22,22,19,19,6,8,37,47,12,12,2,3,61,77,39,27,54,IDS,23800,0,0,0,0,0,0,0,None,,24
Charles,Taylor,79,211,SF,12/2/1982,25,Miami,FL,Miami,11,,0,23,31,7,9,38,39,4,5,4,39,43,19,20,7,9,24,24,15,18,2,2,3,3,23,31,2,53,61,32,57,T95,50240,55264,0,0,0,0,0,4,None,,3
Wes,McGowan,81,238,PF,2/26/1983,30,North Bethesda,MD,Maryland,11,Stiff Neck,0,59,68,17,23,52,53,25,30,31,35,46,9,10,53,59,26,31,5,6,18,21,19,20,15,15,35,57,56,43,50,CAN,309241,340165,371089,0,0,0,0,1,None,,18
Douglas,Brewer,79,199,SF,1/4/1993,9,Carney,MD,West Virginia,0,,0,16,38,25,47,65,69,4,9,9,16,36,2,4,9,16,22,40,6,14,8,15,2,4,11,23,43,52,50,40,75,T95,7600,11100,0,0,0,0,0,0,None,,37
Linwood,Phillips,79,208,SF,12/28/1979,25,Somersworth,NH,Temple,13,,0,4,5,24,25,54,55,7,8,7,21,21,5,6,7,9,43,49,11,14,14,19,14,17,17,18,63,53,35,29,24,FA,0,0,0,0,0,0,0,0,None,,59
Jack,Williams,77,207,PF,3/10/1976,21,Glendale,AZ,Texas Tech,16,Broken Foot,0,11,12,15,19,42,49,29,32,31,42,47,12,12,22,22,20,22,41,47,11,14,22,28,18,18,58,53,52,60,89,MNE,140458,148939,0,0,0,0,0,6,None,,91
Damian,Mosley,82,202,SF,3/12/1996,23,Janesville,WI,Holy Cross,0,,0,8,9,24,31,53,61,10,11,10,16,18,25,30,11,14,25,30,16,22,13,14,6,7,28,37,50,53,39,16,35,CAN,7600,0,0,0,0,0,0,0,None,,10
Buddy,Reed,79,192,SF,2/15/1987,26,Buffalo,NY,None,6,,0,4,4,26,34,53,64,20,25,23,33,33,3,4,28,28,12,16,9,13,14,19,4,4,5,5,61,72,33,36,43,TXL,17100,0,0,0,0,0,0,0,None,,74
Shaun,Dorsey,82,202,SF,10/3/1985,32,Boston,MA,Boston College,10,,0,3,4,41,41,53,66,8,8,9,11,15,5,6,31,32,19,22,31,39,9,10,12,12,4,5,40,38,41,33,41,FA,0,0,0,0,0,0,0,0,None,,62
Tod,Martinez,80,206,SF,5/14/1985,1,Rochester,NY,Old Dominion,10,,0,23,32,8,8,33,38,20,26,26,11,12,7,7,12,12,64,82,5,5,13,17,6,7,17,23,24,59,59,50,61,RNO,225419,0,0,0,0,0,0,2,None,,50
Pegeen,Demopoulos,82,199,PF,1/15/1985,3,Ródos,Greece,None,12,Sprained Ankle,0,14,14,37,48,63,70,5,7,6,12,14,21,24,52,62,15,19,8,9,48,54,43,46,25,30,44,72,54,42,76,IAE,303048,307339,0,0,0,0,0,0,None,,60
Lloyd,Oshiro,78,193,SF,3/21/1985,21,Austin,TX,Baylor,10,,0,11,11,8,10,38,40,29,35,33,42,42,6,8,4,4,15,20,39,39,26,26,17,23,11,12,53,46,39,41,50,GRD,23800,0,0,0,0,0,0,0,None,,78
Kenneth,Nichols,80,213,SF,8/26/1994,25,Tallahassee,FL,Florida State,1,,0,14,27,17,27,54,54,3,6,7,15,27,5,8,15,25,21,36,10,22,6,12,1,2,9,15,32,60,52,40,44,TXL,11100,12900,0,0,0,0,0,1,None,,64
Valentín,Chiamulera,83,183,PF,10/23/1987,16,Battle Ground,IN,IUPUI,8,Broken Foot,0,30,31,11,14,38,44,1,1,1,16,17,18,20,8,8,36,40,28,28,7,7,29,32,12,14,79,72,54,28,89,GRD,99586,101829,104073,106316,0,0,0,6,None,,82
Frank,Jacobsen,79,204,PF,10/24/1985,23,Menasha,WI,North Carolina,8,Patellar Tendanitis,0,7,8,46,46,68,76,13,17,20,26,33,15,17,12,16,3,3,20,24,6,8,5,6,7,8,60,64,52,42,84,WSK,79890,83840,87790,0,0,0,0,2,None,,1
Howard,Aman,78,230,SF,11/12/1978,5,Boston,MA,Seton Hall,15,,0,18,24,9,12,38,42,4,4,3,29,29,4,5,18,18,11,14,13,14,9,12,7,7,17,19,9,50,39,27,44,FA,0,0,0,0,0,0,0,0,None,,75
Conrad,Jones,80,228,PG,5/18/1994,6,Chesterfield,MO,Northern Iowa,0,,0,8,13,16,27,51,57,16,24,26,12,25,15,21,9,18,9,13,13,20,1,2,9,13,6,9,58,46,54,28,66,D87,7600,11100,0,0,0,0,0,0,None,,66
David,Edwards,78,243,SF,10/13/1984,6,Colorado Springs,CO,Denver,8,,0,7,8,15,16,19,24,11,11,12,42,42,6,6,27,27,9,9,22,22,18,21,10,10,11,12,34,63,46,60,32,CAN,20000,0,0,0,0,0,0,0,None,,51
Troy,Mackenzie,80,235,SF,11/27/1980,9,Dock Junction,GA,None,13,,0,25,28,22,28,50,58,9,9,8,7,10,5,7,12,12,8,11,27,30,10,12,5,6,0,0,51,36,35,15,55,FA,0,0,0,0,0,0,0,0,None,,41
Bogomil,Rajsp,80,207,SF,11/18/1984,25,Menges,Slovenia,None,9,,0,42,48,45,55,70,85,44,44,46,41,51,29,29,16,19,33,42,19,26,29,29,7,8,14,18,44,68,39,39,59,FA,0,0,0,0,0,0,0,0,None,,57
Victor,Chase,80,231,SG,7/14/1991,5,Rancho Santa Margarita,CA,Cal State Northridge,5,,0,19,19,17,23,48,53,16,20,16,45,55,22,24,18,22,13,15,29,29,30,36,12,16,5,5,70,62,56,47,46,CAN,74102,81512,0,0,0,0,0,2,None,,68
Jonathon,Roberts,79,207,PF,1/4/1987,1,Modesto,CA,Stanford,6,Broken Foot,0,3,4,34,44,45,52,12,15,14,34,34,5,5,3,4,21,23,18,19,3,4,28,28,54,68,34,45,63,41,74,ERI,161014,0,0,0,0,0,0,3,None,,67
William,Edmonson,78,213,SF,5/23/1990,22,Kaneohe,HI,Hawaii,4,,0,20,20,63,78,56,63,0,0,0,53,53,17,18,35,37,17,21,18,18,6,7,5,5,22,24,45,34,44,36,53,ERI,61364,67500,73637,0,0,0,0,1,None,,63
Abram,Traynor,79,184,SF,3/17/1992,15,Meriden,KS,Baylor,1,,0,13,22,11,18,46,48,17,26,22,13,22,10,16,13,21,8,14,9,19,11,17,11,21,6,10,61,64,54,44,81,IAE,11100,12900,0,0,0,0,0,1,None,,47
Jospeh,Castro,81,243,SF,8/16/1977,30,Austin,TX,Texas Tech,16,,0,18,18,47,51,74,81,11,15,14,10,13,6,8,7,9,41,49,20,21,34,35,11,14,35,36,7,50,56,15,86,WSK,241123,261498,0,0,0,0,0,2,None,,56
Jeffery,Juarez,78,199,SF,1/13/1987,14,New York,NY,La Salle,10,,0,6,7,16,16,39,46,2,3,3,52,52,1,1,6,7,8,10,20,27,15,15,7,9,17,17,30,53,39,29,47,FA,0,0,0,0,0,0,0,0,None,,46
Josue,Moon,78,180,SF,9/11/1993,31,Owasso,OK,Oklahoma State,3,,0,27,36,17,27,57,57,0,0,0,28,45,5,7,6,9,7,11,10,17,14,22,12,18,7,11,50,46,37,34,49,WSK,13500,0,0,0,0,0,0,0,None,,49
Cornell,Pleasant,81,201,SF,9/8/1988,24,Stockton,CA,Stanford,6,,0,23,37,22,26,49,56,5,7,7,16,20,10,14,8,13,11,16,21,36,2,3,11,18,20,31,17,36,53,37,46,LAD,24682,24809,0,0,0,0,0,3,None,,20
Dennis,Curley,79,211,PF,2/18/1988,20,New York,NY,Minnesota,4,Patellar Tendanitis,0,25,37,80,85,82,91,5,8,8,29,42,7,9,20,31,15,19,14,21,30,31,1,1,20,23,90,43,34,30,29,SFS,66575,74897,83219,0,0,0,0,5,None,,87
Markus,Carter,77,243,PF,3/31/1989,18,West Haven,CT,Holy Cross,5,,0,11,14,36,50,68,69,0,0,0,30,46,3,4,21,32,13,15,9,12,11,13,40,56,51,61,47,65,36,30,30,IAE,15500,0,0,0,0,0,0,0,None,,69
William,Scarborough,83,199,C,5/13/1994,22,Lowville,NY,Cornell,0,Broken Arm,0,12,17,8,10,37,40,23,40,42,4,6,3,4,22,29,12,15,14,19,6,11,15,20,10,14,27,65,47,37,77,BKR,8914,11100,0,0,0,0,0,0,None,,23
Michael,Smith,80,225,SF,5/19/1996,20,Kansas City,MO,Missouri State,0,Dislocated Shoulder,0,16,22,24,42,68,72,6,10,9,12,21,8,14,11,14,24,32,17,30,7,8,28,44,38,56,19,37,63,43,63,OCB,26506,29819,33132,36446,0,0,0,0,None,,84
Michael,Collins,79,228,PF,5/15/1987,5,Cedar City,UT,Kentucky,10,Sprained Ankle,0,12,13,35,37,57,58,0,0,0,43,46,16,16,49,49,16,22,22,24,39,40,15,21,34,41,36,57,54,63,85,LAD,289115,303554,0,0,0,0,0,2,None,,35
Pranas,Kriksciunas,79,240,SF,9/12/1991,1,Marijampole,Lithuania,None,4,,0,7,11,25,36,51,58,11,18,17,46,57,2,2,15,19,27,39,5,6,5,9,18,24,29,33,33,49,48,20,71,IDS,31833,0,0,0,0,0,0,0,None,,77
Stephen,Wilson,79,242,PF,3/21/1991,8,Salem,OR,Portland State,6,,0,6,7,11,13,32,36,5,7,8,32,35,8,11,19,23,13,21,7,10,29,47,16,19,47,56,25,62,58,45,87,IDS,132528,0,0,0,0,0,0,0,None,,92
Otis,Dennis,79,227,SF,8/10/1987,30,Scottsdale,AZ,Arizona,9,,0,22,27,9,9,35,39,2,3,3,49,49,10,10,7,9,16,16,20,21,1,1,2,3,3,3,46,58,48,41,51,FA,0,0,0,0,0,0,0,0,None,,45
Edmond,Ochs,78,174,SF,11/15/1985,27,Toledo,OH,Marquette,8,,0,2,2,50,50,53,54,15,15,16,9,10,15,15,19,23,30,30,55,55,5,7,2,2,28,33,35,54,84,40,74,ERI,245159,269675,0,0,0,0,0,5,None,,53
Tacito,Gonzales,80,184,SF,3/4/1986,2,Fayetteville,NC,Cal State Northridge,7,,0,4,4,76,76,71,79,13,17,19,17,23,6,6,14,14,51,51,19,19,33,34,1,1,4,5,76,67,69,37,75,GRD,269045,0,0,0,0,0,0,1,None,,34
Antanas,Kishkis,77,208,SG,4/7/1993,13,Kaunas,Lithuania,None,0,Pulled Hamstring,0,5,11,27,61,52,59,21,37,37,27,47,9,16,1,2,9,17,6,10,7,13,3,5,2,4,76,20,63,47,75,RNO,7600,11100,0,0,0,0,0,0,None,,87
Coleman,Jones,73,172,SG,2/2/1982,34,Long Beach,CA,New Mexico,14,,0,15,18,11,14,40,44,12,12,10,41,41,18,19,5,5,41,53,22,28,4,4,8,8,8,8,38,65,56,25,80,FA,0,0,0,0,0,0,0,0,None,,47
James,Digiacomo,77,203,SG,11/26/1990,25,Holland,IN,Memphis,4,,0,17,19,17,24,52,54,0,0,0,43,46,11,12,5,7,19,22,27,28,1,1,5,7,11,13,55,61,63,18,65,SFS,14100,0,0,0,0,0,0,0,None,,16
Jaime,Warren,77,212,SG,8/3/1983,23,Byram,MS,Auburn,9,Concussion,0,4,5,9,13,35,43,12,15,12,10,10,1,1,7,9,25,26,15,19,19,23,5,5,18,21,74,41,67,36,88,ERI,23000,0,0,0,0,0,0,0,None,,31
Jamar,Moore,77,212,SG,6/26/1988,11,New York,NY,Albany,9,,0,17,19,16,20,45,50,14,16,14,34,40,6,6,8,11,58,71,32,41,28,30,4,5,14,16,44,36,75,36,57,FA,0,0,0,0,0,0,0,0,None,,78
Fiorenzo,Perotti,77,175,SG,4/30/1992,21,Marino,Italy,None,1,Broken Finger,0,15,20,41,60,74,82,1,1,1,8,10,15,18,5,9,4,6,10,15,16,26,8,13,4,6,79,67,86,72,98,FWN,36860,40049,43238,0,0,0,0,1,None,,4
Joshua,Jones,80,201,SF,8/9/1992,30,Atlanta,GA,Furman,3,Jammed Finger,0,2,3,26,42,69,72,20,41,39,15,30,2,4,6,11,36,68,6,11,3,6,4,6,14,23,44,51,61,41,39,BKR,17002,0,0,0,0,0,0,3,None,,99
Severino,Nadol,73,198,PG,4/14/1989,6,North Arlington,NJ,Illinois,6,,0,8,9,12,16,41,46,17,22,20,36,44,14,16,7,9,16,24,20,23,7,7,5,8,12,14,50,56,63,51,75,SCZ,17100,0,0,0,0,0,0,0,None,,16
John,Nevels,78,213,SG,3/15/1989,24,Omaha,NE,Creighton,8,,0,9,11,23,27,47,57,30,30,33,38,42,9,9,9,9,7,7,10,10,8,8,11,11,16,16,93,42,59,28,48,OCB,20000,0,0,0,0,0,0,0,None,,76
Jamie,McCullum,77,179,SF,2/23/1984,32,Union Hill-Novelty Hill,WA,Gonzaga,11,,0,2,3,33,33,59,63,30,32,32,19,23,13,13,9,9,35,40,13,17,5,6,14,15,21,21,47,53,66,44,67,LAD,23800,0,0,0,0,0,0,0,None,,25
Zackary,Lemons,77,229,SG,8/20/1996,8,New York,NY,Pittsburgh,0,,0,17,31,12,22,48,52,6,11,11,11,18,9,15,6,11,10,16,9,22,0,1,4,8,8,17,62,45,56,32,46,D87,7600,0,0,0,0,0,0,0,None,,61
Andrew,Merritt,76,206,SG,1/3/1990,8,Ettrick,VA,None,4,Broken Ankle,0,16,19,44,44,74,74,14,17,16,21,27,5,7,2,3,12,12,42,42,2,2,5,6,6,6,38,53,69,28,77,CAN,82988,86246,0,0,0,0,0,6,None,,37
Lewis,Miller,74,183,SG,6/3/1990,26,Owasso,OK,Oklahoma,4,,0,8,9,50,54,71,84,38,38,43,4,4,7,7,6,7,10,13,26,26,14,14,7,8,20,22,41,57,58,36,34,T95,14100,0,0,0,0,0,0,0,None,,45
