"ID","HistoricalID","FirstName","LastName","Name","Height","Weight","Age","BirthMonth","BirthDay","BirthYear","CurrentLeague","CurrentLeagueID","CurrentTeam","CurrentTeamID","ContractTeam","ContractTeamID","DlgTeam","DlgTeamID","Injury","TimeInjured","Inactive","PositionNumber","Experience","College","City","State","Greed","Happiness","Loyalty","Winner","InsideScoring","JumpShot","FreeThrowShot","ThreePointShot","Handling","Passing","OffensiveRebounding","DefensiveRebounding","PostDefense","PerimeterDefense","Stealing","ShotBlocking","Quickness","Strength","Stamina","Jumping","Pot_Inside","Pot_Jumpshot","Pot_FreeThrow","Pot_3pShot","Pot_Handling","Pot_Passing","Pot_ORebounding","Pot_DRebounding","Pot_PostDefense","Pot_PerimeterDefense","Pot_Stealing","Pot_Blocking","CurrentRating","FutureRating","OverallRating","OverallPotential","Championships","PlayerOfGame","PlayerOfWeek","PlayerOfMonth","Contract1","Contract2","Contract3","Contract4","Contract5","Contract6","Contract7","Contract8","OptionType1","OptionType2","OptionType3","OptionType4","OptionType5","OptionType6","OptionType7","OptionType8","BirdYears"
"96","","Roy","Roberts","Roy Roberts","85","227","24","1","13","1992","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","1","2","Southern Illinois","Benavides","TX","80","52","17","71","C-","F-","C-","F-","D-","F-","F-","F+","C ","F-","D-","C-","F ","C ","C ","D+","C ","F ","D ","F ","D ","F ","F ","F ","B ","F ","D ","D ","F","D","48","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"97","","Ratibor","Babich","Ratibor Babich","83","245","23","2","12","1993","USDL","1","Westchester","22","Westchester","22","N/A","0","","0","False","1","0","None","Krizevci","Croatia","49","2","96","23","F-","F+","C ","F-","F ","F-","F+","F+","D ","F-","F-","D-","D-","C+","C-","B-","F ","D ","C ","F ","D ","F ","D ","D ","C ","F ","F ","D ","F","F","37","53","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"98","","Andy","Irwin","Andy Irwin","81","231","34","3","2","1982","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","","0","False","1","13","Colgate","Bridgeport","PA","32","37","100","97","F ","F+","C ","F-","F ","F-","D-","C+","D+","F-","F+","D+","F ","B ","C ","C-","F ","F ","C ","F ","F ","F ","D ","C ","D ","F ","F ","D ","F","F","45","46","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","","Joe","Scott","Joe Scott","84","247","24","12","13","1991","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","","0","False","1","2","Cal State Bakersfield","Sunnyvale","CA","92","24","27","36","D-","F-","C-","F-","F ","F-","D-","F+","C ","F ","D+","D+","F+","C+","F+","C+","D ","F ","C ","F ","D ","F ","D ","D ","B ","F ","C ","C ","F","D","48","75","0","0","0","0","33293","37455","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"100","","James","Sabin","James Sabin","83","225","25","4","26","1991","USDL","1","Iowa","10","Iowa","10","N/A","0","","0","False","1","6","Oklahoma State","Taylorsville","UT","47","25","90","56","D-","D ","C-","F-","D ","F-","C ","D+","D+","F-","F+","F ","D+","C ","B ","C ","D ","D ","C ","F ","D ","F ","C ","D ","C ","F ","F ","F ","F","D","48","60","0","2","0","0","132528","141052","149576","158101","0","0","0","0","0","0","0","0","0","0","0","0","3"
"101","","Antione","Garcia","Antione Garcia","84","234","28","6","6","1987","USDL","1","Westchester","22","Westchester","22","N/A","0","","0","False","1","9","None","Sunnyvale","CA","30","19","67","73","F+","D-","C-","F-","F-","F-","F ","C ","B ","D ","F ","D-","F ","B-","C ","C ","F ","F ","D ","F ","F ","F ","F ","D ","B ","D ","F ","F ","F","D","58","60","0","0","0","0","245159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"102","","John","Smith","John Smith","83","223","23","6","6","1992","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","","0","False","1","0","Green Bay","Duluth","MN","21","2","80","13","D-","F ","C-","F-","D-","F ","C ","C-","D ","F-","F-","F-","F+","C ","D-","C ","D ","F ","C ","F ","D ","F ","A ","C ","C ","F ","F ","F ","F","D","43","64","0","0","0","0","13315","14543","15770","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103","","Ward","Miller","Ward Miller","84","228","22","2","28","1994","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","False","1","0","Michigan State","Deltona","FL","46","48","60","76","F ","F-","C-","F-","F-","F-","D-","C ","F+","F ","F-","F ","C-","C ","A-","C ","F ","F ","C ","F ","F ","F ","C ","B ","D ","F ","F ","F ","F","D","46","68","0","0","0","0","23781","23832","23883","23935","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104","","Loren","Kieffer","Loren Kieffer","81","211","21","4","13","1995","USDL","1","Westchester","22","Westchester","22","N/A","0","","0","False","2","0","Washington","San Jose","CA","75","2","6","46","F-","F+","C+","F-","F ","F-","F ","F ","F ","F+","F+","F ","C ","B-","B-","C ","F ","D ","B ","F ","F ","F ","D ","F ","F ","D ","D ","F ","F","F","31","45","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105","","Ali","Nelson","Ali Nelson","78","231","29","10","9","1986","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","9","Arizona","Hempstead","TX","12","57","20","54","F ","C-","B ","F-","F-","F ","F+","D+","D ","F ","D ","C ","F+","C ","C-","C-","F ","C ","B ","F ","F ","F ","F ","D ","D ","F ","D ","C ","F","F","33","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"106","","Stanford","Wynne","Stanford Wynne","83","220","30","11","28","1985","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","Sprained Ankle","0","False","1","9","Texas Tech","Cut Off","LA","52","8","45","2","F ","F+","C ","D ","D-","F ","C ","D+","D+","F-","F+","C ","F+","C-","C ","D-","F ","D ","C ","D ","D ","F ","C ","D ","D ","F ","F ","C ","F","F","47","54","0","2","0","0","175382","186839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"107","","Forrest","Calvo","Forrest Calvo","80","227","26","6","24","1989","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","2","7","Nebraska","Pierce","NE","38","2","87","16","F+","C ","B ","F-","F+","F-","F-","D ","D-","F-","F ","F ","D ","B-","C-","C-","F ","B ","B ","F ","F ","F ","F ","D ","D ","F ","F ","F ","F","F","35","44","0","0","0","0","29618","33320","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"108","","David","Martin","David Martin","83","238","34","12","7","1981","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","False","2","14","Southern Utah","South Wenatchee","WA","39","44","86","38","F+","C ","C ","F-","D-","F ","F-","D+","C ","F-","F+","F+","F+","B-","D-","D-","F ","C ","C ","F ","D ","F ","F ","D ","B ","F ","F ","F ","F","F","40","51","0","0","0","0","72128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"109","","Lester","Fagan","Lester Fagan","81","211","25","12","18","1990","USDL","1","Canton","6","Canton","6","N/A","0","","0","False","2","2","Virginia","Laurel Park","VA","3","2","22","81","D-","F ","D+","F-","D ","F-","F ","D ","D ","F+","F ","D ","D-","C ","C ","D+","D ","F ","D ","F ","D ","F ","F ","D ","D ","D ","F ","D ","F","F","35","45","0","0","0","0","12900","14512","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"110","","Joel","Lee","Joel Lee","82","234","24","3","17","1992","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","4","Purdue","Hackensack","NJ","64","49","67","7","F+","D ","C+","F-","D-","F-","D+","F+","D ","F-","F-","F ","F+","C ","D ","C ","F ","D ","C ","F ","D ","F ","D ","D ","D ","F ","F ","F ","F","F","31","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"111","","Sabastian","Murga","Sabastian Murga","81","216","35","8","23","1980","USDL","1","Canton","6","Canton","6","N/A","0","","0","False","1","13","None","Lárisa","Greece","70","21","38","45","F+","C-","C+","F-","C ","F+","D ","C-","D+","F+","F ","C-","D+","C+","C-","C-","F ","D ","C ","F ","C ","F ","D ","C ","D ","F ","F ","D ","F","F","47","52","0","1","0","0","166467","187275","208084","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"112","","Virmantas","Daukszas","Virmantas Daukszas","82","212","30","12","23","1985","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","1","10","None","Klaipeda","Lithuania","51","18","69","29","F ","B-","C-","F-","C-","D-","C ","C-","D-","D-","C ","F ","F+","C+","B-","C ","F ","B ","C ","F ","C ","D ","C ","D ","D ","F ","C ","F ","F","F","47","49","0","4","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"121","","Sydney","Carter","Sydney Carter","83","247","22","5","31","1993","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","True","1","0","Washington State","Missoula","MT","27","5","2","58","F ","F ","C ","F-","D-","D-","D ","F+","F+","F-","F+","F ","C ","B-","C ","C-","F ","F ","C ","F ","D ","D ","C ","D ","D ","F ","D ","F ","F","F","34","49","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"122","","Ed","Small","Ed Small","83","244","28","12","19","1987","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","1","7","Middle Tennessee","Kirkwood","MO","62","2","46","92","D-","D ","D+","C-","C-","F+","D+","D+","D-","F-","F ","F+","F+","C ","C-","D-","D ","D ","D ","C ","D ","F ","D ","D ","D ","F ","F ","F ","F","F","44","47","0","0","0","0","88923","94232","99541","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"123","","Thomas","Stokes","Thomas Stokes","80","238","23","8","24","1992","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","2","0","Oakland","Oak Creek","WI","16","15","64","50","F-","F+","B ","F-","F+","F-","F ","F+","D-","F-","F-","F-","F+","B-","C ","C-","F ","D ","B ","F ","D ","F ","F ","D ","C ","F ","F ","F ","F","F","27","41","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"124","","Arthur","Williams","Arthur Williams","80","244","27","4","29","1988","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","","0","False","2","6","Southern California","Glendale","CA","66","2","8","29","D+","F+","C ","D+","F ","F ","F+","C-","F ","D ","F ","F+","F+","B ","F+","C-","C ","D ","C ","D ","F ","F ","F ","C ","F ","D ","F ","F ","F","F","41","50","0","0","0","0","51520","56672","61824","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"125","","David","Burnett","David Burnett","79","232","29","5","11","1986","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","2","7","Georgetown","Washington","DC","13","49","30","69","C-","C ","D+","F-","C-","F-","D+","F ","F+","F-","F ","C-","D-","C+","C ","D ","D ","C ","D ","F ","D ","F ","D ","F ","F ","F ","F ","D ","F","F","38","40","0","0","0","0","18500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"126","","Chris","Lennon","Chris Lennon","81","230","35","12","23","1980","USDL","1","Toronto","21","Toronto","21","N/A","0","","0","False","2","12","Sam Houston State","Wichita Falls","TX","69","17","43","81","D-","F+","C ","F-","C-","F ","C+","D+","D ","F ","F ","F+","D+","C-","C+","C ","D ","F ","C ","F ","D ","F ","C ","C ","D ","F ","F ","F ","F","F","45","51","0","1","0","0","140458","147925","155391","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"127","","Vasaris","Mykalaitis","Vasaris Mykalaitis","80","236","33","2","13","1983","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","13","None","Visaginas","Lithuania","42","49","86","97","F+","D+","C ","F-","F+","D-","C-","F+","F+","F+","C-","C ","F+","C ","D-","C ","F ","D ","C ","F ","F ","F ","C ","F ","F ","F ","C ","C ","F","F","35","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"128","","Ralph","Thomas","Ralph Thomas","80","223","31","4","16","1985","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","2","8","Washington State","San Jose","CA","53","2","99","2","D ","D+","C ","F-","D-","F-","D ","D-","C-","F-","F+","F ","D+","C ","C+","C ","D ","D ","C ","F ","F ","F ","D ","F ","D ","F ","F ","F ","F","F","44","46","0","0","0","0","79890","87879","95868","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"113","","Gary","Stgermain","Gary Stgermain","83","237","26","5","12","1989","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","2","4","Kentucky","Ballwin","MO","35","37","89","1","C-","D+","B ","C+","D+","D+","C+","C-","D+","D+","D-","C-","D ","C+","C-","D ","C ","C ","B ","B ","D ","D ","B ","C ","D ","D ","D ","D ","D","C","67","81","0","10","0","0","221992","249741","277490","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"114","","Urbano","Aguila","Urbano Aguila","81","233","36","6","16","1979","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","","0","False","2","18","None","Cordoba","Argentina","60","2","64","59","D-","F+","C-","F-","D+","F-","C ","F ","D ","F-","F+","C ","D-","B ","C+","C-","D ","F ","C ","F ","D ","F ","C ","F ","D ","F ","D ","C ","F","F","42","45","0","0","0","0","72128","74881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"115","","Bo","Yi","Bo Yi","80","225","23","5","25","1992","USDL","1","Idaho","9","Idaho","9","N/A","0","Severe Migraines","0","False","2","1","Iona","Boston","MA","85","28","74","64","D+","F+","C ","D-","D+","F-","C ","F+","F ","F-","D ","D+","D-","C+","C+","C ","C ","D ","C ","D ","D ","F ","C ","D ","F ","F ","D ","D ","F","F","47","57","0","1","0","0","24079","27089","30099","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"116","","Deandre","O'Neal","Deandre O'Neal","80","224","23","10","11","1992","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","True","2","0","Illinois-Chicago","Chicago","IL","45","65","51","78","F+","D+","B-","F-","F+","F ","F ","F ","F ","F-","F-","F-","C-","C+","B-","C-","D ","C ","B ","F ","F ","F ","F ","D ","D ","F ","F ","F ","F","F","31","43","0","0","0","0","7600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"117","","Mark","Stutz","Mark Stutz","82","221","35","5","6","1980","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","","0","False","2","13","Siena","Waterbury","CT","35","23","55","46","F+","D-","C ","F+","F-","F-","D+","D-","C ","F ","D-","C-","C ","B ","A-","A-","F ","F ","C ","F ","F ","F ","D ","D ","C ","F ","D ","D ","F","D","58","64","0","1","0","0","270538","273267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"118","","Daniel","Brown","Daniel Brown","82","229","19","5","14","1996","USDL","1","Iowa","10","Iowa","10","N/A","0","","0","True","2","0","Arizona","Payson","AZ","43","25","44","7","F-","D+","C+","D+","F ","F ","D-","F+","F+","F-","F+","F ","D-","C+","C ","D+","F ","C ","C ","C ","F ","F ","C ","D ","D ","F ","D ","F ","F","F","33","49","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"119","","Edward","Rinaldi","Edward Rinaldi","82","233","23","12","25","1992","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","","0","True","2","0","Valparaiso","Atkinson","IL","16","24","47","2","F ","F ","C ","F-","F+","F+","C-","F+","D-","F+","D-","D-","D ","C+","D+","C ","F ","F ","C ","F ","D ","F ","C ","F ","D ","D ","D ","D ","F","F","33","42","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120","","Brian","Bakken","Brian Bakken","81","240","26","7","15","1989","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","6","Pittsburgh","Hoboken","NJ","5","65","99","83","F-","F+","D+","F-","D ","F-","F ","F ","F+","F+","D ","D+","D+","C ","C-","C+","F ","F ","D ","F ","D ","F ","F ","F ","F ","F ","D ","D ","F","F","29","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"129","","Winfred","Edwards","Winfred Edwards","82","230","24","6","22","1991","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","","0","False","2","3","Air Force","Albuquerque","NM","58","2","79","70","D-","C-","D+","F-","C-","F+","D-","D+","D-","F-","D-","F+","D-","C ","C ","C ","F ","D ","D ","F ","D ","F ","D ","D ","D ","F ","D ","F ","F","F","42","44","0","0","0","0","20250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"130","","Don","Thomas","Don Thomas","82","205","29","1","25","1987","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","6","None","Tallahassee","FL","39","49","98","30","D+","D+","C+","F-","D ","F+","F ","D-","F+","F-","F+","F+","F+","C-","C-","D+","D ","D ","B ","F ","D ","F ","F ","D ","F ","F ","F ","F ","F","F","35","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"131","","Justin","Mancini","Justin Mancini","79","255","29","1","20","1987","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","Inflamed Appendix","0","False","2","5","Iona","El Paso","TX","100","2","99","85","C-","D+","C+","D-","D ","F-","F+","C-","F-","D ","F ","C ","D ","C+","D ","C+","D ","D ","B ","F ","D ","F ","F ","D ","F ","D ","F ","C ","F","F","48","50","0","1","0","0","118905","133768","148631","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"132","","Jerry","Lacroix","Jerry Lacroix","79","230","37","12","23","1978","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","2","18","Texas","Garland","TX","46","65","43","99","F+","F+","C ","F ","D-","F ","C-","D+","D-","F+","F+","F+","D ","C ","D+","C ","F ","F ","C ","F ","D ","F ","D ","D ","F ","D ","F ","F ","F","F","36","39","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"133","","Richard","Rourke","Richard Rourke","82","216","31","10","12","1984","USDL","1","Toronto","21","Toronto","21","N/A","0","","0","False","2","8","Texas","Harlingen","TX","83","2","21","11","F+","D ","C ","F-","D+","F ","D+","D-","D-","F-","C-","C ","D ","B ","D ","B-","F ","D ","C ","F ","D ","F ","D ","D ","F ","F ","D ","C ","F","F","44","46","0","0","0","0","73636","75240","76843","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"134","","Rico","Brown","Rico Brown","79","201","33","11","23","1982","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","11","UNLV","Long Beach","CA","67","65","81","98","F ","C ","C ","F-","D-","F+","D ","F ","F ","F ","F-","D ","D-","C+","F+","C+","F ","C ","C ","F ","D ","F ","D ","F ","F ","F ","F ","D ","F","F","31","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"135","","James","Carter","James Carter","80","247","33","12","2","1982","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","2","10","Kentucky","Houston","TX","72","34","51","87","C ","D-","C ","F-","F+","F-","C ","D-","D+","F-","F-","C ","C ","C ","B-","A-","C ","D ","C ","F ","F ","F ","C ","F ","D ","F ","F ","C ","D","D","62","69","0","18","6","4","307693","308880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"136","","Bryant","Lewis","Bryant Lewis","82","229","30","11","6","1985","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","8","Seton Hall","New York","NY","38","44","66","73","B+","D-","C ","D-","F+","F ","F+","C-","D+","F ","D-","C ","C ","B-","B+","C+","B ","D ","C ","D ","F ","F ","F ","C ","D ","F ","F ","C ","D","C","76","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161","","Shawn","Morris","Shawn Morris","80","210","25","6","19","1990","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","5","Connecticut","Scarsdale","NY","81","65","27","6","F+","D-","C ","F-","D ","F ","D ","F ","F ","F-","D-","F+","F+","B ","C-","C ","F ","D ","C ","F ","D ","F ","D ","F ","F ","F ","D ","F ","F","F","33","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","","Espiridion","Vales","Espiridion Vales","80","237","30","6","18","1985","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","2","9","Montana","Butte-Silver Bow","MT","53","65","15","8","D ","D ","C+","F-","C ","F ","F ","D-","F ","F-","F ","F+","F ","C+","D ","D+","D ","D ","C ","F ","C ","F ","F ","F ","F ","F ","F ","F ","F","F","31","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"163","","Bo","Johnson","Bo Johnson","82","231","41","7","6","1974","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","2","21","Brigham Young","Poway","CA","25","65","38","20","F-","D-","C ","F-","D ","F ","D ","F ","D ","F-","F-","D+","C ","C ","A-","A-","F ","D ","C ","F ","D ","F ","D ","F ","D ","F ","F ","D ","F","F","41","43","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"164","","Thomas","Miller","Thomas Miller","81","221","25","1","30","1991","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","False","2","2","Alabama","Paris","IL","67","65","70","83","F ","D+","B-","F-","F-","D-","F ","D+","F+","F ","F-","F ","F+","C+","C ","D ","F ","D ","B ","F ","F ","F ","F ","D ","F ","F ","F ","F ","F","F","32","34","0","0","0","0","12900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"165","","Chase","Harris","Chase Harris","81","226","34","8","27","1981","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","False","2","15","VMI","Laurel","VA","70","16","81","61","F-","C ","C+","F-","D-","F ","D-","F+","C ","F-","D-","F+","D ","B-","C ","D ","F ","C ","B ","F ","F ","F ","D ","D ","C ","F ","F ","F ","F","F","37","40","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"166","","Mark","Robinson","Mark Robinson","81","233","22","8","8","1993","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","2","2","Arizona State","Sunrise Manor","NV","1","65","9","12","F-","F ","C-","F-","D+","F-","F+","F+","F+","F-","F+","F-","F+","B ","D ","C+","F ","F ","C ","F ","C ","F ","F ","F ","D ","F ","F ","F ","F","F","28","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"167","","Harold","Kautz","Harold Kautz","81","232","31","1","1","1985","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","Patellar Tendanitis","8","True","3","9","None","Cave City","AR","90","24","0","94","F ","D ","C ","F-","C-","F-","C ","C-","D+","F-","C-","F-","C+","C ","A ","C ","F ","D ","B ","F ","D ","F ","D ","C ","D ","F ","D ","F ","F","F","50","58","0","3","0","0","198715","223554","248394","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"168","","Rodrick","O'Neil","Rodrick O'Neil","79","182","34","6","18","1981","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","","0","True","3","13","Pittsburgh","Blanding","UT","79","65","72","65","F ","C ","B-","C ","F ","F ","F-","F+","F-","F ","D+","F+","C-","C ","C+","D-","F ","C ","B ","C ","F ","F ","F ","F ","F ","F ","D ","F ","F","F","33","35","0","0","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","","Aaron","Beasley","Aaron Beasley","79","193","25","11","27","1990","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","False","3","6","South Carolina","Sunrise","FL","20","2","53","8","D ","D+","B+","F ","F-","F-","F-","D+","D-","F-","F ","D-","C-","C ","C-","D ","C ","C ","B ","F ","F ","F ","F ","D ","D ","F ","F ","D ","F","F","36","49","0","0","0","0","24682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"178","","Mario","Russo","Mario Russo","79","183","43","11","20","1972","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","3","20","Long Island","Syosset","NY","50","65","8","9","F-","C ","B+","D+","C ","F+","F+","D-","F-","F+","F+","F ","C-","C+","D+","C-","F ","C ","B ","D ","C ","F ","F ","D ","F ","F ","F ","F ","F","F","33","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","","Quintin","Taylor","Quintin Taylor","79","220","31","1","2","1985","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","False","3","9","UTEP","Catalina","AZ","47","21","82","17","F ","C+","B+","D+","D+","F ","C ","F+","F-","C-","D ","F+","C ","B ","D ","F+","F ","C ","B ","D ","D ","F ","C ","F ","F ","C ","D ","F ","F","F","37","39","0","0","0","0","23000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","","William","Parker","William Parker","80","244","30","7","11","1985","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","","0","False","2","11","Nevada","Stanford","CA","13","27","36","45","F+","C-","C+","D-","D ","D-","D+","D-","F ","C-","C ","D ","C+","B-","A-","C-","F ","D ","B ","D ","D ","F ","D ","F ","F ","D ","C ","D ","F","F","55","59","0","3","0","0","251960","255341","258722","262104","265485","268866","0","0","0","0","0","0","0","0","0","0","2"
"181","","William","Clyburn","William Clyburn","79","190","23","7","26","1992","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Broken Wrist","0","False","3","0","Temple","St. Marys","PA","89","36","57","16","D-","D ","C+","F ","C-","F+","D ","F ","D-","F+","F-","D+","B-","C+","A-","A ","D ","D ","C ","F ","C ","F ","D ","F ","D ","F ","F ","D ","F","D","56","64","0","2","0","0","37100","40810","44520","48230","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","","Tony","Beck","Tony Beck","79","240","29","5","28","1986","USDL","1","Reno","13","Reno","13","N/A","0","","0","False","3","7","Oregon State","Mountlake Terrace","WA","98","2","4","60","F ","C-","B ","D+","D-","F-","F ","D-","C-","F ","F+","D-","C-","C ","D ","C-","F ","C ","B ","D ","F ","F ","F ","F ","C ","F ","F ","F ","F","F","38","41","0","0","0","0","18500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","","Napoleon","McDaniel","Napoleon McDaniel","79","242","31","5","18","1984","USDL","1","Canton","6","Canton","6","N/A","0","Dislocated Shoulder","0","False","2","12","Providence","Cumberland Hill","RI","30","35","96","63","C ","C ","C-","D ","D ","F ","F ","D ","F ","F+","F ","D+","C ","C+","C+","C+","D ","C ","D ","D ","D ","F ","F ","D ","F ","F ","F ","D ","F","F","53","54","0","7","1","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","","Mikulás","Materna","Mikulás Materna","80","197","26","12","8","1989","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","Broken Finger","0","False","3","2","None","Prague","Czech Republic","98","13","1","11","F ","C-","B ","D ","D ","F ","F ","C-","F ","F+","F ","F-","B-","C ","B ","C ","F ","C ","A ","D ","D ","F ","F ","C ","F ","D ","F ","F ","F","D","51","65","0","5","1","0","45084","50720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"185","","Petr","Donat","Petr Donat","78","226","29","4","21","1987","USDL","1","Reno","13","Reno","13","N/A","0","Broken Finger","0","False","3","10","None","Havirov","Czech Republic","89","24","99","21","D-","C ","B ","C ","D+","F+","F-","F+","D-","C ","D-","F ","C ","B-","A-","D+","D ","C ","B ","C ","D ","F ","F ","F ","F ","C ","D ","F ","F","F","45","47","0","1","0","0","103743","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
