FirstName,LastName,Height,Weight,Position,DOB,Uniform,City,State,College,Exp,Injury,TimeInjured,InsideScoring,PotInside,JumpShot,PotJumpShot,FtShot,PotFtShot,3pShot,Pot3pShot,3pUsage,Handling,PotHandling,Passing,PotPassing,PostDefense,PotPostDefense,PerimeterDefense,PotPerimeterDefense,Stealing,PotStealing,Blocking,PotBlocking,OReb,PotOReb,DReb,PotDReb,Fouling,Strength,Quickness,Jumping,Stamina,Team,Contract1,Contract2,Contract3,Contract4,Contract5,Contract6,Contract7,BirdYears,Option,Picname,InjuryAvoidance
Arden,Griffith,81,222,PF,2/19/1991,42,Shawano,WI,Iowa,6,Pulled Hamstring,0,51,67,29,36,32,33,0,0,0,20,24,4,4,43,59,7,8,31,46,30,38,19,24,27,43,54,69,17,30,58,FWN,128878,0,0,0,0,0,0,0,None,,96
Bert,Brown,80,229,PF,5/15/1992,42,East Meadow,NY,Siena,4,,0,4,7,6,12,40,42,4,7,8,23,46,5,9,18,29,9,14,20,35,19,36,10,20,9,18,29,70,34,44,78,MNE,13500,0,0,0,0,0,0,0,None,,54
Matt,Moore,81,244,PF,11/19/1990,54,Sandersville,MS,Alabama A&M,5,,0,14,14,6,6,34,36,0,0,0,32,32,3,3,46,46,11,11,49,53,17,17,46,46,15,15,5,51,19,44,33,IAE,14100,0,0,0,0,0,0,0,None,,8
Ira,Sanchez,78,240,PF,9/2/1984,50,Oceanside,CA,Texas Tech,10,,0,13,15,21,21,45,51,0,0,0,22,22,3,3,36,37,1,1,24,24,17,17,10,10,48,48,15,72,8,43,19,FA,0,0,0,0,0,0,0,0,None,,12
Thanh,Foreman,77,177,SG,7/19/1995,13,Sunnyvale,CA,Stanford,0,,0,10,18,46,68,45,49,34,54,47,37,54,12,20,5,9,19,30,6,11,7,13,6,8,6,11,100,49,64,34,41,Draft,0,0,0,0,0,0,0,0,None,,25
Jack,Hall,82,244,PF,6/5/1984,43,Chicago,IL,Bowling Green,12,,0,39,39,28,29,42,42,0,0,0,29,29,14,17,7,8,6,6,8,8,13,13,29,33,18,21,37,50,23,68,52,ERI,185540,208732,0,0,0,0,0,4,None,,16
Damian,Anderson,82,247,PF,12/2/1989,40,Chicago,IL,West Virginia,7,,0,7,9,12,14,39,44,0,0,0,35,45,23,25,8,9,3,3,6,8,10,14,11,12,46,52,45,64,15,18,55,FA,0,0,0,0,0,0,0,0,None,,27
Leroy,Martinez,79,229,SF,8/8/1995,25,Oxford,PA,UNLV,0,,0,9,19,5,9,35,39,16,28,26,8,14,9,20,22,35,23,39,15,34,12,21,36,57,12,23,49,43,56,39,61,Draft,0,0,0,0,0,0,0,0,None,,33
Dorian,Rieger,79,220,SF,10/10/1996,20,Seattle,WA,Gonzaga,0,,0,16,29,20,42,63,72,26,55,47,16,25,7,14,12,21,8,15,10,23,10,18,6,13,7,13,61,69,42,51,66,Draft,0,0,0,0,0,0,0,0,None,,28
Ronald,Reyes,83,207,PF,5/19/1985,43,Cambridge,MA,Syracuse,9,,0,29,29,21,23,45,54,19,19,18,50,50,15,15,28,28,13,13,8,9,12,12,25,27,8,8,68,53,12,24,49,LAD,20000,0,0,0,0,0,0,0,None,,96
Larry,Poole,80,216,PF,8/24/1993,50,Charlestown,IN,Belmont,3,Sprained Knee,0,17,21,7,8,34,38,5,5,6,17,19,30,36,20,27,1,1,23,26,37,42,28,28,42,42,53,78,34,42,54,WSK,33293,37455,0,0,0,0,0,2,None,,75
Don,Rivas,82,256,C,3/6/1990,31,Bremerton,WA,Gonzaga,4,,0,4,5,11,13,40,43,0,0,0,24,34,7,8,46,49,10,14,12,17,13,17,14,20,17,18,41,56,30,55,74,RNO,13500,0,0,0,0,0,0,0,None,,65
Terry,Sexton,80,183,SF,6/22/1997,8,Kaukauna,WI,Tennessee Tech,0,,0,7,13,19,40,69,70,30,70,79,9,18,1,3,21,50,10,22,7,13,18,47,3,5,13,29,54,51,63,51,99,Draft,0,0,0,0,0,0,0,0,None,,58
Eliseo,Adega,82,231,PF,5/4/1994,54,New Orleans,LA,Auburn,1,,0,5,9,20,40,37,40,0,0,0,4,9,0,0,19,34,7,13,3,5,11,22,22,41,9,17,88,48,30,54,82,IDS,7600,11100,0,0,0,0,0,0,None,,18
Matthew,Davis,83,238,PF,4/8/1983,42,Abilene,TX,Arkansas-Little Rock,13,Sprained Knee,0,28,28,22,25,50,56,0,0,0,12,13,11,11,10,11,11,12,27,27,33,37,57,57,28,28,50,56,12,39,40,RIO,204613,0,0,0,0,0,0,3,None,,62
Gregory,Rodriguez,81,242,PF,2/8/1984,0,Lafayette,LA,Saint Louis,12,,0,11,12,34,35,37,39,0,0,0,42,42,0,0,39,42,24,26,27,27,38,38,45,46,57,57,60,70,18,31,45,MNE,270538,271184,0,0,0,0,0,1,None,,48
Marcel,Davis,80,233,PF,6/28/1991,50,Glendale,CA,Long Beach State,2,,0,14,21,11,20,50,50,0,0,0,24,32,10,13,6,8,2,4,8,13,10,16,23,29,10,17,44,67,18,45,53,FA,0,0,0,0,0,0,0,0,None,,43
Arthur,Garmon,80,247,PF,8/24/1987,50,New London,CT,UTEP,8,,0,4,4,25,32,58,61,0,0,0,11,11,14,14,13,14,1,1,24,24,10,10,37,41,53,53,54,65,13,22,52,RIO,18500,0,0,0,0,0,0,0,None,,36
Jose,Mitchell,83,218,PF,5/10/1985,55,New York,NY,Ohio State,10,Sprained Knee,0,10,10,61,61,39,44,0,0,0,29,33,0,0,14,14,10,10,16,16,32,32,19,19,27,27,82,57,40,24,90,TXL,159034,160547,162060,163574,0,0,0,2,None,,45
Marcus,Lewis,75,169,PG,3/17/1995,31,Imperial Beach,CA,Brigham Young,0,,0,2,3,17,22,47,52,10,17,19,5,8,7,12,3,5,28,41,15,25,0,0,8,10,2,2,19,58,66,22,30,Draft,0,0,0,0,0,0,0,0,None,,65
Buddy,Hernandez,79,186,SF,4/11/1999,16,Berwyn,IL,None,0,,0,19,29,33,44,67,74,7,14,12,13,21,8,12,19,31,6,9,22,41,17,25,13,21,7,12,44,52,44,31,65,Draft,0,0,0,0,0,0,0,0,None,,96
Bo,Johnson,82,242,PF,7/6/1974,34,Poway,CA,Brigham Young,22,,0,2,2,19,21,47,52,0,0,0,25,25,9,9,23,25,4,4,4,4,27,27,21,23,7,7,36,42,36,73,68,FA,0,0,0,0,0,0,0,0,None,,58
Thomas,Miller,81,226,PF,1/30/1991,51,Paris,IL,Alabama,2,,0,9,9,31,31,59,61,0,0,0,3,3,16,16,16,18,9,10,6,6,10,10,9,9,28,28,36,66,15,21,59,FA,0,0,0,0,0,0,0,0,None,,97
Chase,Harris,81,239,PF,8/27/1981,40,Laurel,VA,VMI,16,,0,1,1,45,45,59,65,0,0,0,18,19,7,7,41,41,2,2,17,17,13,15,20,22,16,19,36,57,21,20,41,FA,0,0,0,0,0,0,0,0,None,,0
Bryan,Underwood,78,208,SG,11/26/1998,21,Ozark,AR,UAB,0,,0,0,0,13,16,42,46,12,19,15,17,19,21,26,3,3,15,23,15,17,5,6,5,6,12,18,31,66,75,44,65,Draft,0,0,0,0,0,0,0,0,None,,28
Harold,Kautz,81,236,PF,1/1/1985,35,Cave City,AR,None,10,Patellar Tendanitis,0,10,11,25,28,48,58,6,6,6,34,34,3,3,29,29,6,7,32,32,1,1,40,40,39,48,47,51,46,46,90,SCZ,198715,223554,248394,0,0,0,0,1,None,,79
Rodrick,O'Neil,79,182,SF,6/18/1981,7,Blanding,UT,Pittsburgh,14,,0,10,12,37,37,59,69,49,50,51,9,11,9,9,5,5,8,9,25,25,12,13,1,1,11,11,52,38,29,14,55,FA,0,0,0,0,0,0,0,0,None,,71
Detlef,Ruedholzer,81,245,PF,2/6/1986,33,Feucht,Germany,None,11,Broken Finger,0,38,42,19,23,48,53,17,17,18,25,26,17,21,18,18,3,3,16,20,3,3,11,13,17,17,66,41,48,41,88,TXL,23800,0,0,0,0,0,0,0,None,,30
Ricky,Rodriguez,79,227,SF,3/30/1990,10,Graham,WA,Gonzaga,6,,0,17,17,9,9,36,41,13,13,14,31,31,10,10,40,40,8,8,19,19,6,6,6,6,5,5,33,65,39,69,39,FA,0,0,0,0,0,0,0,0,None,,52
Brian,Ryder,80,228,PF,6/8/1984,24,Yorkshire,VA,None,11,,0,20,20,39,39,60,69,0,0,0,35,35,7,7,9,10,21,21,17,18,7,8,17,17,12,12,49,52,58,37,85,BKR,23800,0,0,0,0,0,0,0,None,,64
Robert,Anderson,77,227,SF,12/9/1992,11,New York,NY,Rutgers,0,,0,7,11,8,12,41,42,7,12,11,30,42,6,8,22,39,25,41,24,42,7,11,23,35,7,9,71,59,41,31,63,ERI,7600,0,0,0,0,0,0,0,None,,2
Ronald,Daniels,72,204,PG,9/16/1996,20,Highview,KY,North Carolina,0,,0,23,32,37,40,67,70,16,23,21,10,13,31,34,1,2,28,32,51,66,1,1,2,2,7,9,81,27,101,51,78,Draft,0,0,0,0,0,0,0,0,None,,69
Steven,Perea,80,231,SF,10/17/1992,20,Philadelphia,PA,Pittsburgh,1,,0,11,22,19,27,52,57,10,19,17,7,12,4,5,9,14,18,34,4,5,8,13,5,9,30,43,31,55,45,48,36,FWN,7600,11100,0,0,0,0,0,0,None,,15
Kevin,Walker,82,217,SF,6/24/1987,26,Los Angeles,CA,California,11,,0,28,30,34,34,52,64,22,24,27,11,11,30,30,2,2,5,5,13,13,20,21,16,16,9,9,100,54,56,23,87,OCB,140458,141361,0,0,0,0,0,4,None,,43
Baldomero,Montalvo,81,239,SF,3/29/1990,15,Plattsburgh,NY,St. John's,6,,0,13,19,21,27,47,57,31,37,35,25,32,7,7,23,30,26,42,15,17,5,5,3,3,8,9,49,46,40,29,56,GRD,15500,0,0,0,0,0,0,0,None,,50
Aaron,Beasley,79,208,SF,11/27/1990,16,Sunrise,FL,South Carolina,7,,0,27,42,32,45,68,75,8,9,9,5,6,3,3,19,30,5,7,9,13,19,23,4,5,29,35,11,39,36,28,42,D87,24682,0,0,0,0,0,0,4,None,,56
Slavoljub,Curach,82,210,PF,2/8/1997,53,Koprivnica,Croatia,None,0,,0,15,30,19,40,50,57,0,0,0,7,15,1,3,23,50,6,10,6,14,17,41,3,5,16,28,68,70,28,42,67,Draft,0,0,0,0,0,0,0,0,None,,99
Quintin,Taylor,79,220,SF,1/2/1985,9,Catalina,AZ,UTEP,10,,0,8,8,52,52,67,67,25,25,24,32,38,11,14,6,6,41,46,22,25,13,13,45,47,14,14,39,58,32,8,19,FA,0,0,0,0,0,0,0,0,None,,21
William,Parker,80,244,SF,7/11/1985,9,Stanford,CA,Nevada,12,Sprained Ankle,0,12,12,35,35,55,67,20,22,23,21,23,17,17,8,9,31,31,42,42,24,25,29,32,17,19,16,55,61,22,78,GRD,251960,255341,258722,262104,265485,268866,0,2,None,,41
William,Clyburn,79,192,SF,7/26/1992,31,St. Marys,PA,Temple,1,Broken Finger,0,17,23,25,29,56,59,8,9,10,46,51,13,18,17,23,16,18,3,3,35,39,26,29,10,13,35,59,65,84,89,FWN,37100,40810,44520,48230,0,0,0,0,None,,11
Tony,Beck,79,241,SF,5/28/1986,15,Mountlake Terrace,WA,Oregon State,8,,0,8,9,42,47,72,74,28,28,24,17,17,3,3,34,39,11,12,13,13,18,18,9,9,20,20,73,40,30,22,17,FA,0,0,0,0,0,0,0,0,None,,99
Napoleon,McDaniel,79,243,PF,5/18/1984,22,Cumberland Hill,RI,Providence,13,Dislocated Shoulder,0,39,39,48,48,37,41,20,20,20,24,24,9,9,8,8,14,14,8,8,23,23,7,8,26,26,60,57,42,54,64,CAN,23800,0,0,0,0,0,0,0,None,,75
Mikulás,Materna,80,212,SF,12/8/1989,21,Prague,Czech Republic,None,3,Dislocated Shoulder,0,8,9,32,44,70,74,26,41,38,26,36,8,9,12,16,13,19,11,13,6,7,9,10,36,47,43,55,62,54,74,BKR,45084,50720,0,0,0,0,0,2,None,,39
Petr,Donat,78,226,SF,4/21/1987,7,Havirov,Czech Republic,None,11,Severe Migraines,0,19,23,41,41,67,71,49,53,49,29,32,15,15,17,17,49,49,21,25,6,6,1,1,15,15,14,63,40,22,74,RNO,103743,0,0,0,0,0,0,0,None,,96
David,Alexander,80,244,SF,6/13/1992,16,Westminster,CA,None,2,Patellar Tendanitis,0,8,10,24,34,59,64,49,64,59,41,49,18,28,5,7,8,10,17,26,6,8,6,8,14,24,96,61,55,26,81,RIO,17785,18304,18822,0,0,0,0,1,None,,18
Xia,Yen,80,241,SF,5/31/1989,5,Ürümqi,China,None,5,,0,26,30,12,14,35,44,0,0,0,9,9,8,8,34,35,7,8,0,0,6,6,27,27,9,11,34,40,37,42,47,FA,0,0,0,0,0,0,0,0,None,,91
Randal,Barton,79,219,SF,8/1/1989,30,Towson,MD,Siena,8,Stress Fracture,45,9,11,36,42,69,71,16,19,20,28,32,4,6,7,8,20,28,52,62,21,25,8,11,22,28,59,47,47,28,82,IDS,0,0,0,0,0,0,0,0,None,,40
Orville,Lamere,80,228,SF,8/3/1986,4,Salina,KS,Kansas,6,,0,6,6,16,16,36,46,12,12,13,22,26,13,13,26,32,5,5,17,18,10,10,22,24,18,22,63,51,41,32,50,SFS,41676,46886,52095,0,0,0,0,0,None,,26
Harold,Mori,79,220,SF,12/26/1985,20,Aurora,CO,Colorado,10,,0,9,11,11,13,39,43,12,12,13,37,37,9,10,31,31,9,10,3,3,20,20,8,9,29,36,55,32,34,47,31,FA,0,0,0,0,0,0,0,0,None,,21
Len,Elwood,79,214,SF,6/10/1985,30,Davis,CA,Utah Valley,12,,0,22,24,17,17,46,48,46,47,40,11,11,6,6,7,7,53,56,43,48,15,18,12,12,24,24,58,45,50,46,46,TXL,241123,0,0,0,0,0,0,0,None,,76
Dion,Kipp,82,225,SF,10/28/1995,23,Poole,England,None,0,,0,6,8,44,48,66,71,22,31,37,23,31,3,5,27,33,18,19,20,26,26,32,21,24,20,27,86,46,35,45,52,Draft,0,0,0,0,0,0,0,0,None,,57
Lester,Walker,78,216,SF,9/7/1988,35,Albany,MO,Missouri State,6,,0,11,12,15,18,46,48,20,22,22,2,2,21,23,24,32,10,10,25,25,18,21,14,14,12,15,83,62,39,27,62,FA,0,0,0,0,0,0,0,0,None,,23
Clarence,Campbell,80,192,SF,8/26/1986,27,Grand Rapids,MI,Niagara,11,,0,8,8,17,22,47,52,12,12,11,21,21,8,8,22,22,19,19,7,8,39,47,12,12,3,3,60,77,38,27,52,IDS,23800,0,0,0,0,0,0,0,None,,24
Charles,Taylor,79,212,SF,12/2/1982,25,Miami,FL,Miami,12,,0,25,31,8,9,37,39,5,5,4,40,43,19,19,8,9,23,23,16,18,2,2,3,3,25,32,2,49,61,29,55,FA,0,0,0,0,0,0,0,0,None,,3
Wes,McGowan,81,239,PF,2/26/1983,30,North Bethesda,MD,Maryland,12,Stiff Neck,0,64,66,18,23,53,53,26,28,31,37,46,10,10,56,56,27,31,6,6,19,21,20,20,15,15,36,55,56,36,50,CAN,309241,340165,371089,0,0,0,0,1,None,,18
Douglas,Brewer,79,210,PF,1/4/1993,9,Carney,MD,West Virginia,1,,0,18,38,29,47,68,69,5,9,9,18,36,3,4,10,16,24,40,7,14,9,15,3,4,12,23,46,54,50,40,80,T95,7600,11100,0,0,0,0,0,0,None,,37
Cody,Scarberry,83,233,C,6/26/1995,30,Pomona,CA,Saint Mary's,0,,0,7,9,39,54,32,37,0,0,0,9,15,22,33,37,54,2,4,15,23,2,2,17,26,6,9,21,73,6,33,39,Draft,0,0,0,0,0,0,0,0,None,,99
Gerardo,Poynter,78,241,PF,9/3/1995,33,La Salle,IL,Samford,0,,0,8,10,12,17,46,47,0,0,0,17,32,15,26,38,50,1,1,3,4,30,48,13,22,10,14,38,64,21,44,38,Draft,0,0,0,0,0,0,0,0,None,,47
Damian,Mosley,82,209,SF,3/12/1996,23,Janesville,WI,Holy Cross,0,,0,9,9,26,31,52,61,11,11,10,17,18,26,30,12,14,27,30,17,22,14,14,7,7,29,37,48,58,40,16,43,FA,0,0,0,0,0,0,0,0,None,,10
Buddy,Reed,79,193,SF,2/15/1987,26,Buffalo,NY,None,7,,0,4,4,28,34,54,64,21,25,23,33,33,4,4,28,28,13,16,10,13,14,19,4,4,5,5,59,72,33,29,46,FA,0,0,0,0,0,0,0,0,None,,74
Denis,Williams,76,194,SG,9/30/1997,3,Jersey City,NJ,Memphis,0,,0,3,7,14,32,56,62,11,26,24,17,35,2,5,3,8,25,53,4,9,5,13,0,0,4,9,56,62,73,31,53,Draft,0,0,0,0,0,0,0,0,None,,54
Tod,Martinez,80,215,SF,5/14/1985,1,Rochester,NY,Old Dominion,11,,0,26,33,8,8,33,38,21,25,26,12,12,7,7,12,12,71,80,5,5,14,17,7,7,18,22,26,54,59,47,60,RNO,225419,0,0,0,0,0,0,2,None,,50
Pegeen,Demopoulos,82,199,PF,1/15/1985,3,Ródos,Greece,None,13,Jammed Finger,0,13,13,41,48,61,70,6,7,6,13,14,22,23,57,58,16,18,9,9,52,52,47,47,27,29,46,70,35,37,75,IAE,303048,307339,0,0,0,0,0,0,None,,60
Lloyd,Oshiro,78,201,SF,3/21/1985,21,Austin,TX,Baylor,11,,0,11,11,9,10,36,40,31,33,33,42,42,7,8,4,4,16,19,38,38,24,24,18,23,11,11,51,46,32,38,51,FA,0,0,0,0,0,0,0,0,None,,78
Kenneth,Nichols,80,225,SG,8/26/1994,25,Tallahassee,FL,Florida State,2,,0,16,27,19,27,53,54,4,6,7,17,27,6,8,16,25,23,36,11,22,7,12,2,2,10,15,32,63,52,40,48,TXL,11100,12900,0,0,0,0,0,1,None,,64
Valentín,Chiamulera,83,194,PF,10/23/1987,16,Battle Ground,IN,IUPUI,9,Broken Foot,0,31,31,12,14,39,44,1,1,1,17,17,19,20,8,8,37,40,28,28,7,7,32,32,13,14,82,72,54,23,93,GRD,99586,101829,104073,106316,0,0,0,6,None,,82
Frank,Jacobsen,79,209,PF,10/24/1985,23,Menasha,WI,North Carolina,9,Patellar Tendanitis,0,8,8,46,46,71,76,14,17,20,27,33,15,17,13,16,3,3,21,24,7,8,6,6,8,8,61,64,51,41,84,WSK,79890,83840,87790,0,0,0,0,2,None,,1
Howard,Aman,78,232,SF,11/12/1978,5,Boston,MA,Seton Hall,15,,0,19,24,10,11,39,42,4,4,3,29,29,5,5,17,17,12,13,14,14,10,12,7,7,18,19,9,47,39,27,35,FA,0,0,0,0,0,0,0,0,None,,75
Conrad,Jones,80,229,PG,5/18/1994,6,Chesterfield,MO,Northern Iowa,1,,0,9,13,18,27,53,57,17,24,26,13,25,16,21,10,18,10,13,14,20,2,2,10,13,7,9,59,48,55,28,73,D87,7600,11100,0,0,0,0,0,0,None,,66
David,Edwards,78,244,SF,10/13/1984,6,Colorado Springs,CO,Denver,9,,0,8,8,16,16,19,24,11,11,12,42,42,6,6,28,28,9,9,22,22,19,21,10,10,12,13,33,63,40,60,35,FA,0,0,0,0,0,0,0,0,None,,51
Kenny,Dollar,83,269,C,11/29/1995,44,Ogden,UT,Utah State,0,,0,16,31,4,6,33,36,0,0,0,14,24,4,8,13,23,10,17,8,13,2,4,2,3,9,17,62,60,11,52,47,Draft,0,0,0,0,0,0,0,0,None,,57
Bogomil,Rajsp,80,208,PF,11/18/1984,21,Menges,Slovenia,None,9,,0,45,46,48,53,70,85,41,41,47,44,51,27,27,17,18,36,40,20,25,27,27,8,8,15,17,46,58,32,39,56,MNE,0,0,0,0,0,0,0,0,None,,57
Victor,Chase,80,232,SF,7/14/1991,5,Rancho Santa Margarita,CA,Cal State Northridge,6,Broken Finger,0,19,19,18,23,47,53,17,20,16,48,55,23,24,19,22,14,15,29,29,31,36,13,16,5,5,72,67,56,49,53,CAN,74102,81512,0,0,0,0,0,2,None,,68
Jonathon,Roberts,79,215,SF,1/4/1987,1,Modesto,CA,Stanford,7,Stress Fracture,6,4,4,35,44,46,52,13,15,14,34,34,5,5,4,4,22,23,19,19,4,4,28,28,61,68,34,45,61,37,74,ERI,161014,0,0,0,0,0,0,3,None,,67
William,Edmonson,78,219,PF,5/23/1990,22,Kaneohe,HI,Hawaii,5,,0,20,20,70,78,56,63,0,0,0,53,53,18,18,36,37,18,21,18,18,7,7,5,5,23,24,44,38,44,36,59,ERI,61364,67500,73637,0,0,0,0,1,None,,63
Abram,Traynor,79,191,SF,3/17/1992,15,Meriden,KS,Baylor,2,,0,14,22,12,18,48,48,19,26,22,14,22,11,16,14,21,9,14,10,19,12,17,12,21,7,10,63,66,54,44,86,IAE,11100,12900,0,0,0,0,0,1,None,,47
Albert,Godin,81,226,PF,1/20/1997,0,Moline,IL,Southern Illinois,0,,0,7,13,29,49,49,51,4,10,10,11,19,5,9,12,20,3,5,15,26,8,15,14,27,18,30,60,65,32,52,64,Draft,0,0,0,0,0,0,0,0,None,,11
Jose,Lewis,80,229,PF,11/30/1997,41,Philadelphia,PA,North Carolina,0,,0,8,17,5,10,40,40,0,0,0,21,35,7,17,23,46,1,2,12,23,25,45,13,23,6,13,43,50,35,36,43,Draft,0,0,0,0,0,0,0,0,None,,9
Josue,Moon,78,195,SF,9/11/1993,31,Owasso,OK,Oklahoma State,4,,0,29,36,19,27,57,57,0,0,0,30,45,6,7,7,9,8,11,11,17,15,22,13,18,8,11,53,49,37,34,52,FA,0,0,0,0,0,0,0,0,None,,49
Cornell,Pleasant,81,212,SF,9/8/1988,7,Stockton,CA,Stanford,7,,0,25,37,24,26,48,56,6,7,7,17,20,11,14,9,13,12,16,23,36,3,3,12,18,22,31,16,36,53,37,51,ERI,0,0,0,0,0,0,0,0,None,,20
Dennis,Curley,79,223,PF,2/18/1988,20,New York,NY,Minnesota,5,Patellar Tendanitis,0,27,37,84,85,85,91,6,8,8,30,42,8,9,22,31,16,19,15,21,31,31,1,1,21,23,94,43,34,30,35,SFS,66575,74897,83219,0,0,0,0,5,None,,87
Markus,Carter,77,244,PF,3/31/1989,18,West Haven,CT,Holy Cross,6,,0,12,14,38,50,65,69,0,0,0,32,46,4,4,24,32,14,15,10,12,12,13,45,56,58,61,47,65,36,32,37,IAE,15500,0,0,0,0,0,0,0,None,,69
William,Scarborough,83,202,SF,5/13/1994,15,Lowville,NY,Cornell,1,Broken Arm,0,13,17,9,10,38,40,25,40,42,5,6,4,4,25,29,13,15,15,19,7,11,16,20,11,14,26,65,47,37,80,SFS,0,0,0,0,0,0,0,0,None,,23
Michael,Smith,80,225,SF,5/19/1996,20,Kansas City,MO,Missouri State,1,Dislocated Shoulder,0,17,22,26,42,69,72,7,10,9,13,21,9,14,12,14,26,32,19,30,8,8,30,44,41,56,20,40,63,43,66,OCB,26506,29819,33132,36446,0,0,0,0,None,,84
Michael,Collins,79,232,PF,5/15/1987,5,Cedar City,UT,Kentucky,11,Broken Arm,0,13,13,37,37,58,58,0,0,0,46,46,16,16,49,49,17,22,23,24,40,40,16,21,37,41,36,57,47,57,87,LAD,289115,303554,0,0,0,0,0,2,None,,35
Pranas,Kriksciunas,79,241,SF,9/12/1991,1,Marijampole,Lithuania,None,5,,0,8,11,28,36,52,58,12,18,17,48,57,2,2,16,19,29,39,6,6,6,9,19,24,31,33,32,51,48,20,77,IDS,31833,0,0,0,0,0,0,0,None,,77
Stephen,Wilson,79,243,PF,3/21/1991,8,Salem,OR,Portland State,7,Sprained Ankle,0,7,7,12,13,31,36,6,7,8,33,35,9,11,20,23,14,21,8,10,34,47,17,19,52,56,25,64,58,50,90,IDS,132528,0,0,0,0,0,0,0,None,,92
Paul,Jones,79,213,SF,9/8/1995,24,Sunnyvale,CA,Stanford,0,,0,33,52,16,37,59,67,1,2,2,24,48,7,14,9,18,4,7,11,19,8,13,9,15,7,16,38,66,65,47,88,Draft,0,0,0,0,0,0,0,0,None,,66
Edmond,Ochs,78,184,SG,11/15/1985,27,Toledo,OH,Marquette,9,,0,2,2,50,50,54,54,15,15,16,10,10,15,15,20,23,30,30,55,55,6,7,2,2,29,33,34,54,80,39,70,ERI,245159,269675,0,0,0,0,0,5,None,,53
Tacito,Gonzales,80,192,SF,3/4/1986,2,Fayetteville,NC,Cal State Northridge,8,,0,4,4,76,76,68,79,14,17,19,18,23,6,6,14,14,51,51,19,19,34,34,1,1,5,5,79,67,62,35,73,GRD,269045,0,0,0,0,0,0,1,None,,34
Antanas,Kishkis,77,209,SG,4/7/1993,13,Kaunas,Lithuania,None,1,Bruised Hip,0,6,11,33,61,55,59,23,37,37,30,47,10,16,2,2,10,17,7,10,8,13,4,5,3,4,77,22,63,47,78,RNO,7600,11100,0,0,0,0,0,0,None,,87
Lloyd,Bray,82,213,C,10/4/1995,50,Philadelphia,PA,Marist,0,,0,6,13,4,8,36,38,0,0,0,9,23,4,9,12,26,2,5,6,15,2,5,0,1,4,10,35,51,1,27,48,Draft,0,0,0,0,0,0,0,0,None,,85
James,Digiacomo,77,204,SG,11/26/1990,25,Holland,IN,Memphis,5,,0,18,19,18,24,53,54,0,0,0,46,46,12,12,6,7,20,22,28,28,1,1,6,7,12,13,56,63,63,19,71,SFS,14100,0,0,0,0,0,0,0,None,,16
Jaime,Warren,77,213,SG,8/3/1983,23,Byram,MS,Auburn,10,Concussion,0,5,5,10,12,35,43,13,14,12,10,10,1,1,8,9,25,25,16,18,20,22,5,5,19,20,79,28,65,22,82,FA,0,0,0,0,0,0,0,0,None,,31
Jamar,Moore,77,214,SG,6/26/1988,17,New York,NY,Albany,9,,0,18,19,17,20,45,50,15,16,14,35,40,6,6,9,11,65,71,34,41,29,30,5,5,15,16,45,36,75,34,61,FWN,0,0,0,0,0,0,0,0,None,,78
Fiorenzo,Perotti,77,176,SF,4/30/1992,21,Marino,Italy,None,2,Broken Finger,0,16,20,44,60,75,82,1,1,1,9,10,16,18,6,9,5,6,11,15,17,26,9,13,5,6,79,69,86,72,100,FWN,36860,40049,43238,0,0,0,0,1,None,,4
Joshua,Jones,80,212,SF,8/9/1992,30,Atlanta,GA,Furman,4,Jammed Finger,0,3,3,28,42,72,72,22,41,39,17,30,3,4,7,11,42,68,7,11,4,6,5,6,15,23,42,54,61,41,45,BKR,17002,0,0,0,0,0,0,3,None,,99
Severino,Nadol,73,199,SG,4/14/1989,27,North Arlington,NJ,Illinois,7,,0,9,9,13,16,39,46,18,22,20,38,44,15,16,8,9,17,24,21,23,7,7,6,8,13,14,53,56,63,53,78,FA,0,0,0,0,0,0,0,0,None,,16
John,Nevels,78,213,SG,3/15/1989,24,Omaha,NE,Creighton,9,,0,10,11,25,27,49,57,30,30,33,39,42,9,9,9,9,7,7,10,10,8,8,11,11,16,16,99,42,59,28,58,FA,0,0,0,0,0,0,0,0,None,,76
Jamie,McCullum,77,183,SG,2/23/1984,32,Union Hill-Novelty Hill,WA,Gonzaga,12,,0,3,3,34,34,61,63,31,32,32,20,23,13,13,8,8,38,40,14,17,6,6,15,15,20,20,48,45,66,43,65,LAD,23800,0,0,0,0,0,0,0,None,,25
Zackary,Lemons,77,231,SG,8/20/1996,8,New York,NY,Pittsburgh,1,,0,19,31,13,22,46,52,7,11,11,12,18,10,15,7,11,11,16,10,22,1,1,5,8,9,17,64,47,56,32,52,FA,0,0,0,0,0,0,0,0,None,,61
Andrew,Merritt,76,206,SG,1/3/1990,8,Ettrick,VA,None,5,Broken Finger,0,16,16,37,37,74,74,15,15,16,22,22,6,6,2,2,10,10,37,37,2,2,5,5,5,5,40,55,69,29,80,CAN,82988,86246,0,0,0,0,0,6,None,,37
Lewis,Miller,74,187,SG,6/3/1990,26,Owasso,OK,Oklahoma,5,,0,8,8,48,48,72,84,32,32,42,3,3,6,6,6,6,11,11,22,22,12,12,7,7,18,18,42,60,58,36,43,FA,0,0,0,0,0,0,0,0,None,,45
